,nb_reuse,tools,nb_own,list_own,nb_contrib,list_contrib,nb_wf,list_wf
2665,11,['SAMtools'],6,"['nf-core', 'csf-ngs', 'jianhong', 'harleenduggal', 'sanger-tol', 'sarseq']",155,"['rsuchecki', 'Mxrcon', 'nf-core-bot', 'sven1103', 'saramonzon', 'Galithil', 'kviljoen', 'ktrns', 'aanil', 'Midnighter', 'kevbrick', 'yuukiiwa', 'njspix', 'sofstam', 'nebfield', 'jemten', 'na399', 'FriederikeHanssen', 'KevinMenden', 'yocra3', 'robsyme', 'stevekm', 'i-pletenev', 'andersgs', 'thanhleviet', 'santiagorevale', 'alneberg', 'apeltzer', 'kmurat1', 'stevin-wilson', 'lskatz', 'Erkison', 'tamara-hodgetts', 'charles-plessy', 'Darcy220606', 'jordwil', 'rannick', 'idot', 'colindaven', 'orionzhou', 'oschwengers', 'Jeremy1805', 'amayer21', 'AntoniaSchuster', 'avantonder', 'klkeys', 'drejom', 'silviamorins', 'vezzi', 'suzannejin', 'fmalmeida', 'sysbiocoder', 'riederd', 'ewels', 'grst', 'fullama', 'jcurado-flomics', 'alexandregilardet', 'george-hall-ucl', 'marchoeppner', 'SPPearce', 'jburos', 'tamuanand', 'jinmingda', 'jianhong', 'pditommaso', 'drpowell', 'olgabot', 'hseabolt', 'SusiJo', 'mjakobs', 'lassefolkersen', 'chris-cheshire', 'rfenouil', 'FloWuenne', 'maxulysse', 'Mark-S-Hill', 'ajodeh-juma', 'kaurravneet4123', 'sruthipsuresh', 'ljmesi', 'mvanins', 'subwaystation', 'sguizard', 'louperelo', 'c-mertes', 'pcantalupo', 'mashehu', 'jfy133', 'lpantano', 'candiceh08', 'senthil10', 'spficklin', 'Emiller88', 'rpetit3', 'JoseEspinosa', 'BABS-STP1', 'd4straub', 'antunderwood', 'Danilo2771', 'projectoriented', 'bunop', 'mjcipriano', 'fbdtemme', 'sateeshperi', 'MillironX', 'priyanka-surana', 'pranathivemuri', 'muffato', 'veeravalli', 'Gwennid', 'paulklemm', 'piotr-faba-ardigen', 'ramprasadn', 'ntoda03', 'matrulda', 'SpikyClip', 'MiguelJulia', 'Hammarn', 'sofiahaglund', 'sidorov-si', 'adomingues', 'kojix2', 'jun-wan', 'GCJMackenzie', 'zxl124', 'skrakau', 'nickhsmith', 'MGordon09', 'svarona', 'emnilsson', 'heuermh', 'mahesh-panchal', 'aleksandrabliznina', 'abhi18av', 'maxibor', 'ppericard', 'ErikaKvalem', 'pericsson', 'phue', 'lescai', 'annacprice', 'RHReynolds', 'praveenraj2018', 'bjohnnyd', 'chuan-wang', 'FelixKrueger', 'jfnavarro', 'BatoolMM', 'ggabernet', 'sima-r', 'arontommi', 'drpatelh', 'sarseq', 'erikrikarddaniel']",8,"['RNASEQ', 'readmapping', 'viralrecon', 'sarseq2', 'modules', 'controldna', 'shotgun', 'rnaseq']"
2666,4,['BEDTools'],4,"['vincenthhu', 'sarseq', 'csf-ngs', 'jianhong']",7,"['vincenthhu', 'yuxuth', 'idot', 'nf-core-bot', 'jianhong', 'ewels', 'sarseq']",4,"['sarseq2', 'nf-core-westest', 'nf-core-hicar', 'controldna']"
2667,27,['SAMtools'],16,"['nf-core', 'virus-evolution', 'laclac102', 'harleenduggal', 'jianhong', 'csf-ngs', 'mahesh-panchal', 'h3abionet', 'qbic-pipelines', 'ggrimes', 'hoelzer-lab', 'eQTL-Catalogue', 'matt-sd-watson', 'razielar', 'marchoeppner', 'lauramble']",94,"['rsuchecki', 'nf-core-bot', 'sven1103', 'saramonzon', 'Galithil', 'lauramble', 'kviljoen', 'ktrns', 'aanil', 'kevbrick', 'mamanambiya', 'jemten', 'na399', 'FriederikeHanssen', 'drewjbeh', 'KevinMenden', 'robsyme', 'stevekm', 'alneberg', 'apeltzer', 'stevin-wilson', 'evanfloden', 'ggrimes', 'ralf-tambets', 'hoelzer', 'jordwil', 'idot', 'colindaven', 'orionzhou', 'amayer21', 'drejom', 'silviamorins', 'vezzi', 'ewels', 'grst', 'razielar', 'jcurado-flomics', 'kerimoff', 'george-hall-ucl', 'marchoeppner', 'jburos', 'jinmingda', 'jianhong', 'pditommaso', 'drpowell', 'lmfaber', 'kauralasoo', 'olgabot', 'm3hdad', 'chris-cheshire', 'rfenouil', 'maxulysse', 'ameintjes', 'mvanins', 'c-mertes', 'pcantalupo', 'mashehu', 'lpantano', 'senthil10', 'Emiller88', 'JoseEspinosa', 'BABS-STP1', 'd4straub', 'antunderwood', 'matt-sd-watson', 'LaurenceKuhl', 'phoenixAja', 'pranathivemuri', 'snafees', 'veeravalli', 'paulklemm', 'matrulda', 'SpikyClip', 'MiguelJulia', 'Hammarn', 'sofiahaglund', 'rmcolq', 'adomingues', 'jun-wan', 'zxl124', 'skrakau', 'svarona', 'heuermh', 'mahesh-panchal', 'ignaciot', 'abhi18av', 'ErikaKvalem', 'ppericard', 'xingaulaglag', 'praveenraj2018', 'chuan-wang', 'ggabernet', 'arontommi', 'drpatelh']",23,"['test_nfcore_workflow_chain', 'rnavar', 'nascent', 'nextflowTutorial', 'viralrecon', 'vipr', 'trinoflow', 'genimpute', 'controldna', 'chipimputation_evaluate_chips', 'nfcore-rnaseq', 'lncRNA_annotation_cufflinks_nf', 'treat', 'nextflow_for_nextstrain', 'vcreport', 'rnaseq-vizfada', 'atacseq', 'phylopipe', 'kmermaid', 'ampliseq', 'ttseq', 'ssds', 'shotgun']"
2668,1,['SAMtools'],1,['csiro-crop-informatics'],1,['rsuchecki'],1,['nextflow-embl-abr-webinar']
2669,1,"['SAMtools', 'SAMtools', 'SAMtools']",1,['csiro-crop-informatics'],1,['rsuchecki'],1,['nextflow-embl-abr-webinar']
2670,2,"['FastQC', 'MultiQC']",2,"['czbiohub', 'csiro-crop-informatics']",1,['rsuchecki'],2,"['nextflow-embl-abr-webinar', 'blastlca']"
2671,2,['MultiQC'],2,"['czbiohub', 'csiro-crop-informatics']",1,['rsuchecki'],2,"['nextflow-embl-abr-webinar', 'blastlca']"
2672,1,['Trimmomatic'],1,['csiro-crop-informatics'],1,['rsuchecki'],1,['nextflow-embl-abr-webinar']
2673,1,['MultiQC'],1,['csiro-crop-informatics'],2,"['rsuchecki', 'alexwhan']",1,['reproducible_poc']
2674,1,"['HISAT2', 'SAMtools']",1,['csiro-crop-informatics'],2,"['rsuchecki', 'alexwhan']",1,['reproducible_poc']
2675,1,['SAMtools'],1,['csiro-crop-informatics'],2,"['rsuchecki', 'alexwhan']",1,['reproducible_poc']
2676,1,['SAMtools'],1,['csiro-crop-informatics'],2,"['rsuchecki', 'alexwhan']",1,['repset']
2677,1,['SAMtools'],1,['csiro-crop-informatics'],2,"['rsuchecki', 'alexwhan']",1,['repset']
2678,1,['SAMtools'],1,['csiro-crop-informatics'],2,"['rsuchecki', 'alexwhan']",1,['repset']
2679,1,['SAMtools'],1,['csiro-crop-informatics'],2,"['rsuchecki', 'alexwhan']",1,['repset']
2680,1,['Bowtie'],1,['cyrildw'],1,['cyrildw'],1,['nf-MappingOrMerging']
2681,1,"['Bowtie', 'SAMtools']",1,['cyrildw'],1,['cyrildw'],1,['nf-MappingOrMerging']
2682,1,"['SAMtools', 'SAMtools', 'SAMtools']",1,['cyrildw'],1,['cyrildw'],1,['nf-MappingOrMerging']
2683,10,"['SAMtools', 'SAMtools', 'AIVAR', 'SAMtools']",7,"['nf-core', 'czbiohub', 'darcyabjones', 'rastiks', 'h3abionet', 'epi2me-labs', 'didillysquat']",42,"['batson', 'maxulysse', 'nf-core-bot', 'sarahjeeeze', 'rastiks', 'danrlu', 'saramonzon', 'evanfloden', 'charles-plessy', 'ameintjes', 'sc13-bioinf', 'neevor', 'MiguelJulia', 'ktrns', 'ashildv', 'alexhbnr', 'mamanambiya', 'cjw85', 'scarlhoff', 'svarona', 'TCLamnidis', 'heuermh', 'jfy133', 'samlhao', 'maxibor', 'ZandraFagernas', 'aidaanva', 'ewels', 'jcurado-flomics', 'phue', 'alexandregilardet', 'JoseEspinosa', 'didillysquat', 'darcyabjones', 'stevekm', 'morpholino', 'jackkamm', 'olgabot', 'ggabernet', 'IdoBar', 'apeltzer', 'drpatelh']",8,"['kopp_2021_fowl', 'chipimputation_evaluate_chips', 'sc2-illumina-pipeline', 'wf-transcript-target', 'viralrecon', 'panann', 'eager', 'demux']"
2684,3,['MultiQC'],2,"['nf-core', 'czbiohub']",22,"['maxulysse', 'nf-core-bot', 'evanfloden', 'charles-plessy', 'sc13-bioinf', 'ashildv', 'alexhbnr', 'scarlhoff', 'TCLamnidis', 'jfy133', 'samlhao', 'maxibor', 'ZandraFagernas', 'aidaanva', 'ewels', 'phue', 'alexandregilardet', 'IdoBar', 'olgabot', 'ggabernet', 'apeltzer', 'drpatelh']",3,"['eager', 'sc2-ngs-analysis', 'demux']"
2685,8,['FastQC'],6,"['nf-core', 'lobleya', 'glormph', 'czbiohub', 'peterk87', 'trev-f']",26,"['maxulysse', 'nf-core-bot', 'peterk87', 'lekhakaranam', 'trev-f', 't-f-freeman', 'neevor', 'jtangrot', 'colindaven', 'PhilPalmer', 'emnilsson', 'mashehu', 'ewels', 'drewjbeh', 'asafpr', 'KevinMenden', 'lobleya', 'jinmingda', 'glormph', 'd4straub', 'olgabot', 'ggabernet', 'apeltzer', 'drpatelh', 'DiegoBrambilla', 'erikrikarddaniel']",7,"['nf-core-lfquandenser', 'ampliseq', 'nf-ionampliseq', 'GATK4_WGS', 'SRAlign', 'atacseq', 'nextflow-tutorial-2019']"
2686,11,"['QIIME', 'QIIME']",7,"['nf-core', 'lobleya', 'czbiohub', 'peterk87', 'trev-f', 'telatin', 'matt-sd-watson']",28,"['maxulysse', 'nf-core-bot', 'peterk87', 'lekhakaranam', 'trev-f', 'telatin', 't-f-freeman', 'neevor', 'jtangrot', 'colindaven', 'PhilPalmer', 'emnilsson', 'mashehu', 'vmikk', 'ewels', 'drewjbeh', 'asafpr', 'KevinMenden', 'lobleya', 'jinmingda', 'd4straub', 'olgabot', 'ggabernet', 'matt-sd-watson', 'apeltzer', 'drpatelh', 'DiegoBrambilla', 'erikrikarddaniel']",9,"['nextflow-example', 'SRAtac', 'ampliseq', 'nextflow_for_nextstrain', 'GATK4_WGS', 'SRAlign', 'nf-villumina', 'atacseq', 'nextflow-tutorial-2019']"
2687,33,['QTLtools'],27,"['tamara-hodgetts', 'rastiks', 'ebi-gene-expression-group', 'kaizhang', 'szabogtamas', 'zamanianlab', 'np-core', 'junyu-boston', 'markxiao', 'danielyao12', 'hoelzer', 'gencorefacility', 'grbot', 'nibscbioinformatics', 'mashehu', 'seandavi', 'czbiohub', 'suzannejin', 'oxfordmmm', 'letaylor', 'melnel000', 'laclac102', 'pblaney', 'wslh-bio', 'h3abionet', 'ericaenjoy3', 'mbradyneeley']",98,"['rsuchecki', 'nf-core-bot', 'sven1103', 'saramonzon', 'Galithil', 'szabogtamas', 'kviljoen', 'ktrns', 'aanil', 'pallolason', 'grbot', 'mamanambiya', 'malinlarsson', 'seandavi', 'J35P312', 'jemten', 'nick297', 'na399', 'FriederikeHanssen', 'Sebastian-D', 'robsyme', 'pblaney', 'stevekm', 'kalanir', 'alneberg', 'apeltzer', 'mbradyneeley', 'shbrief', 'tamara-hodgetts', 'hoelzer', 'jordwil', 'marcelm', 'colindaven', 'waffle-iron', 'orionzhou', 'amayer21', 'drejom', 'samlhao', 'JezSw', 'vezzi', 'suzannejin', 'silviamorins', 'ewels', 'grst', 'jcurado-flomics', 'kerimoff', 'marchoeppner', 'jburos', 'mohammedkhalfan', 'pditommaso', 'kauralasoo', 'olgabot', 'rfenouil', 'maxulysse', 'kaizhang', 'ameintjes', 'kaurravneet4123', 'markxiao', 'mvanins', 'wheelern', 'pcantalupo', 'bede', 'mashehu', 'a-lud', 'lpantano', 'esteinig', 'senthil10', 'jwokaty', 'pinin4fjords', 'JoseEspinosa', 'BABS-STP1', 'd4straub', 'fbeghini', 'morpholino', 'ericaenjoy3', 'pranathivemuri', 'rastiks', 'veeravalli', 'k-florek', 'AbigailShockey', 'paulklemm', 'matrulda', 'MiguelJulia', 'Hammarn', 'sofiahaglund', 'jun-wan', 'zxl124', 'skrakau', 'svarona', 'heuermh', 'abhi18av', 'ppericard', 'szilvajuhos', 'xingaulaglag', 'chuan-wang', 'ggabernet', 'arontommi', 'drpatelh']",30,"['SARS-CoV2_workflows', 'RNAseq-VC-nf', 'Sanders-workflows', 'nf-core-conva', 'modules', 'spriggan', 'Sarek_CBIO', 'repertoireseq_container', 'viralrecon', 'mgp1000', 'isl_refs_to_refgenie', 'nf-core-cmgd', 'RNASeq_Pipeline', 'chipimputation_evaluate_chips', 'curatedMetagenomicsNextflow', 'nf-workflows', 'nf-core_test', 'scATAC-benchmark', 'splicemotifs', 'mgnify-lr', 'PRS-dev', 'ampliseq', 'qtlmap', 'rna_nf', 'nf-core-test', 'nf-bowtie', 'sc2-ngs-analysis', 'nf-proportionality', 'dicerna-rnaseq', 'nf-atac-seq']"
2688,10,['MultiQC'],8,"['nf-core', 'lifebit-ai', 'dfornika', 'czbiohub', 'danielyao12', 'quinlan-lab', 'grpiccoli', 'egenesis']",20,"['chris-cheshire', 'dfornika', 'nf-core-bot', 'pranathivemuri', 'lekhakaranam', 'PhilPalmer', 'a-lud', 'bluegenes', 'lpantano', 'ewels', 'KevinMenden', 'brwnj', 'charlotte-west', 'dangeles', 'dladd', 'jordeu', 'cjfields', 'cgpu', 'olgabot', 'phoenixAja']",9,"['nf-core-cpo', 'FOG', 'Sanders-workflows', 'nf-predictorthologs', 'nf-core-test', 'preon', 'cutandrun', 'WF-NF-rnassembly', 'sanger-demo-rnaseq']"
2689,42,"['FastQC', 'MultiQC']",33,"['nf-core', 't-neumann', 'vpeddu', 'tamara-hodgetts', 'hoelzer-lab', 'eQTL-Catalogue', 'zamanianlab', 'junyu-boston', 'noamteyssier', 'mbosio85', 'esrice', 'gates-mri-bioinformatics', 'oisinmccaffrey', 'juneb4869', 'nibscbioinformatics', 'quinlan-lab', 'lengfei5', 'jtmccr1', 'czbiohub', 'gongyh', 'sanger-tol', 'maxibor', 'luslab', 'grpiccoli', 'vib-singlecell-nf', 'ksumngs', 'pblaney', 'elyadlezmi', 'stevekm', 'h3abionet', 'leipzig', 'nilesh-tawari', 'marcodelapierre']",115,"['batson', 'rsuchecki', 'nf-core-bot', 'sven1103', 'danrlu', 'saramonzon', 'Galithil', 'mzamanian', 'amchakra', 'kviljoen', 'ktrns', 'esrice', 'aanil', 'ghuls', 'mamanambiya', 'jemten', 'na399', 'FriederikeHanssen', 'drewjbeh', 'KevinMenden', 'robsyme', 'pblaney', 'stevekm', 'jackkamm', 'alneberg', 'apeltzer', 'leipzig', 'BeibeiDu', 'stevin-wilson', 'vpeddu', 'tamara-hodgetts', 'Rahul1711arora', 'ralf-tambets', 'hoelzer', 'jordwil', 'colindaven', 'bleazard', 'orionzhou', 'lengfei5', 'amayer21', 'jtmccr1', 'drejom', 'samlhao', 'gongyh', 'silviamorins', 'vezzi', 'ewels', 'dweemx', 'grst', 'jcurado-flomics', 'kerimoff', 'marchoeppner', 'jburos', 'chenthorn', 'jinmingda', 'lmfaber', 'pditommaso', 'kauralasoo', 'olgabot', 'marcodelapierre', 'chris-cheshire', 'rfenouil', 'maxulysse', 't-neumann', 'liameabbott', 'kkuret', 'ameintjes', 'neevor', 'mbosio85', 'mvanins', 'oisinmccaffrey', 'pcantalupo', 'mashehu', 'jfy133', 'lpantano', 'candiceh08', 'senthil10', 'CharlotteAnne', 'JoseEspinosa', 'dependabot[bot]', 'BABS-STP1', 'antunderwood', 'd4straub', 'elyadlezmi', 'MillironX', 'priyanka-surana', 'pranathivemuri', 'veeravalli', 'paulklemm', 'matrulda', 'ojziff', 'noamteyssier', 'MiguelJulia', 'Hammarn', 'sofiahaglund', 'jun-wan', 'zxl124', 'skrakau', 'juneb4869', 'KrisDavie', 'svarona', 'heuermh', 'maxibor', 'ErikaKvalem', 'ppericard', 'abhi18av', 'alexthiery', 'lescai', 'brwnj', 'chuan-wang', 'cflerin', 'ggabernet', 'arontommi', 'drpatelh', 'nilesh-tawari-elanco']",38,"['nf-core-scgs', 'new_meripseqpipe', 'reference-database', 'ngs_variant_calling', 'nextflow_pipelines', 'FOG', 'viralrecon', 'illumina-nf', 'humgen', 'genimpute', 'mgp1000', 'ev-meta', 'blast-pipeline', 'bft-nf', 'nf-ortholog', 'RNA2CM', 'readmapping', 'chipimputation_evaluate_chips', 'Core_RNAseq-nf', 'workflows', 'treat', 'coproID', 'nf-core-gatkcohortcall', 'nanopore-nf', 'viralevo', 'm6a', 'atacseq_nf', 'clipseq.nextflow', 'vsn-pipelines', 'sc2-illumina-pipeline', 'nf-modules', 'preon', 'nf-clip', 'nextflow-pipeline-demo', 'sc2-ngs-analysis', 'slamseq', 'dicerna-rnaseq', 'nf-atac-seq']"
2690,1,['SAMtools'],1,['dakehero'],0,[],1,['LGAflow']
2691,1,['RepeatModeler'],1,['dakehero'],0,[],1,['LGAflow']
2692,1,"['BEDTools', 'BEDTools', 'BEDTools']",1,['dakehero'],0,[],1,['LGAflow']
2693,1,['Exonerate'],1,['dakehero'],0,[],1,['LGAflow']
2694,1,['SAMtools'],1,['dakehero'],0,[],1,['LGAflow']
2695,1,['AUGUSTUS'],1,['dakehero'],0,[],1,['LGAflow']
2696,1,['Trinity'],1,['dakehero'],0,[],1,['LGAflow']
2697,8,"['FastQC', 'MultiQC']",7,"['gwright99', 'nf-core', 'likelet', 'elyadlezmi', 'dalmiaa', 'ralsallaq', 'didillysquat']",33,"['lizheng141026', 'maxulysse', 'nf-core-bot', 'charles-plessy', 'evanfloden', 'Niinleslie', 'dalmiaa', 'sc13-bioinf', 'likelet', 'chenjy327', 'ashildv', 'ZIWEI-WONG', 'LiuJie1117', 'alexhbnr', 'scarlhoff', 'TCLamnidis', 'jfy133', 'Wangxin555', 'maxibor', 'ZandraFagernas', 'aidaanva', 'ewels', 'Ninomoriaty', 'phue', 'alexandregilardet', 'didillysquat', 'elyadlezmi', 'IdoBar', 'olgabot', 'ggabernet', 'apeltzer', 'drpatelh', 'ralsallaq']",7,"['kopp_2021_fowl', 'metaGx_nf', 'eager', 'nf-core-dragen', 'MesKit', 'Sample_NF', 'RNA2CM']"
2698,1,['SAMtools'],1,['danielyao12'],1,['a-lud'],1,['Sanders-workflows']
2699,1,"['BCFtools', 'BCFtools', 'BCFtools', 'BCFtools', 'BCFtools', 'BCFtools']",1,['danielyao12'],1,['a-lud'],1,['Sanders-workflows']
2700,2,['GATK'],2,"['danielyao12', 'darlenewagner']",2,"['a-lud', 'darlenewagner']",2,"['nextflowViral', 'Sanders-workflows']"
2701,1,['fastPHASE'],1,['danielyao12'],1,['a-lud'],1,['Sanders-workflows']
2702,2,['FreeBayes'],2,"['davideyre', 'danielyao12']",3,"['a-lud', 'davideyre', 'dvolk']",2,"['bug-flow', 'Sanders-workflows']"
2703,1,['Trinity'],1,['danielyao12'],1,['a-lud'],1,['Sanders-workflows']
2704,1,['BLASTP-ACC'],1,['danielyao12'],1,['a-lud'],1,['Sanders-workflows']
2705,1,"['BCFtools', 'BCFtools', 'BCFtools', 'BCFtools', 'BCFtools', 'BCFtools', 'BCFtools', 'BCFtools']",1,['danielyao12'],1,['a-lud'],1,['Sanders-workflows']
2706,1,['GMAP'],1,['darcyabjones'],1,['darcyabjones'],1,['panann']
2707,1,['MMseqs'],1,['darcyabjones'],1,['darcyabjones'],1,['panann']
2708,1,['MMseqs'],1,['darcyabjones'],1,['darcyabjones'],1,['panann']
2709,1,"['MMseqs', 'MMseqs']",1,['darcyabjones'],1,['darcyabjones'],1,['panann']
2710,1,['STAR'],1,['darcyabjones'],1,['darcyabjones'],1,['panann']
2711,1,['STAR'],1,['darcyabjones'],1,['darcyabjones'],1,['panann']
2712,1,"['STAR', 'SAMtools', 'SAMtools']",1,['darcyabjones'],1,['darcyabjones'],1,['panann']
2713,1,"['SAMtools', 'StringTie']",1,['darcyabjones'],1,['darcyabjones'],1,['panann']
2714,1,['StringTie'],1,['darcyabjones'],1,['darcyabjones'],1,['panann']
2715,1,['Trinity'],1,['darcyabjones'],1,['darcyabjones'],1,['panann']
2716,1,['SignalP'],1,['darcyabjones'],1,['darcyabjones'],1,['panann']
2717,1,"['MMseqs', 'MMseqs', 'MMseqs']",1,['darcyabjones'],1,['darcyabjones'],1,['panann']
2718,1,"['BEDTools', 'BEDTools', 'BEDTools']",1,['darcyabjones'],1,['darcyabjones'],1,['panann']
2719,1,['SAMtools'],1,['darcyabjones'],1,['darcyabjones'],1,['panann']
2720,1,['GTM'],1,['darcyabjones'],1,['darcyabjones'],1,['panann']
2721,1,"['GTM', 'GTM']",1,['darcyabjones'],1,['darcyabjones'],1,['panann']
2722,1,['GTM'],1,['darcyabjones'],1,['darcyabjones'],1,['panann']
2723,1,"['GTM', 'GTM', 'GTM']",1,['darcyabjones'],1,['darcyabjones'],1,['panann']
2724,1,"['MMseqs', 'MMseqs', 'MMseqs']",1,['darcyabjones'],1,['darcyabjones'],1,['panann']
2725,1,['Smalt'],1,['darlenewagner'],1,['darlenewagner'],1,['nextflowViral']
2726,1,['SAMtools'],1,['darlenewagner'],1,['darlenewagner'],1,['nextflowViral']
2727,1,['SAMtools'],1,['darlenewagner'],1,['darlenewagner'],1,['nextflowViral']
2728,1,['SAMtools'],1,['darlenewagner'],1,['darlenewagner'],1,['nextflowViral']
2729,1,['BCFtools'],1,['darlenewagner'],1,['darlenewagner'],1,['nextflowViral']
2730,1,['BCFtools'],1,['darlenewagner'],1,['darlenewagner'],1,['nextflowViral']
2731,1,"['BWA', 'SAMtools', 'GATK']",1,['davideyre'],2,"['dvolk', 'davideyre']",1,['bug-flow']
2732,1,['FastQC'],1,['davideyre'],2,"['dvolk', 'davideyre']",1,['bug-flow']
2733,1,['FastQC'],1,['davideyre'],2,"['dvolk', 'davideyre']",1,['bug-flow']
2734,1,['BWA'],1,['davideyre'],2,"['dvolk', 'davideyre']",1,['bug-flow']
2735,1,"['SAMtools', 'SAMtools', 'SAMtools', 'SAMtools']",1,['davideyre'],2,"['dvolk', 'davideyre']",1,['bug-flow']
2736,1,['BCFtools'],1,['davideyre'],2,"['dvolk', 'davideyre']",1,['bug-flow']
2737,1,"['BCFtools', 'BCFtools', 'BCFtools']",1,['davideyre'],2,"['dvolk', 'davideyre']",1,['bug-flow']
2738,1,"['BCFtools', 'BCFtools', 'BCFtools', 'SAMtools']",1,['davideyre'],2,"['dvolk', 'davideyre']",1,['bug-flow']
2739,1,['BCFtools'],1,['davideyre'],2,"['dvolk', 'davideyre']",1,['bug-flow']
2740,1,"['BCFtools', 'BCFtools']",1,['davideyre'],2,"['dvolk', 'davideyre']",1,['bug-flow']
2741,1,"['GATK', 'GATK', 'SAMtools']",1,['davideyre'],2,"['dvolk', 'davideyre']",1,['bug-flow']
2742,1,['GATK'],1,['davideyre'],2,"['dvolk', 'davideyre']",1,['bug-flow']
2743,1,"['BCFtools', 'BCFtools', 'BCFtools']",1,['davideyre'],2,"['dvolk', 'davideyre']",1,['bug-flow']
2744,1,['BCFtools'],1,['davideyre'],2,"['dvolk', 'davideyre']",1,['bug-flow']
2745,1,['fastPHASE'],1,['daviesdrew'],1,['daviesdrew'],1,['variantcalling']
2746,1,['FastQC'],1,['daviesdrew'],1,['daviesdrew'],1,['variantcalling']
2747,1,"['BWA', 'BWA', 'SAMtools', 'SAMtools']",1,['daviesdrew'],1,['daviesdrew'],1,['variantcalling']
2748,1,"['Bowtie', 'SAMtools', 'SAMtools']",1,['daviesdrew'],1,['daviesdrew'],1,['variantcalling']
2749,1,"['Minimap2', 'SAMtools', 'SAMtools']",1,['daviesdrew'],1,['daviesdrew'],1,['variantcalling']
2750,1,"['SAMtools', 'SAMtools']",1,['daviesdrew'],1,['daviesdrew'],1,['variantcalling']
2751,1,['FreeBayes'],1,['daviesdrew'],1,['daviesdrew'],1,['variantcalling']
2752,1,['BCFtools'],1,['daviesdrew'],1,['daviesdrew'],1,['variantcalling']
2753,1,['BCFtools'],1,['daviesdrew'],1,['daviesdrew'],1,['variantcalling']
2754,1,['snippy'],1,['daviesdrew'],1,['daviesdrew'],1,['variantcalling']
2755,1,['BCFtools'],1,['daviesdrew'],1,['daviesdrew'],1,['variantcalling']
2756,7,['GATK'],6,"['nf-core', 'lifebit-ai', 'rafalcode', 'davismcc', 'grpiccoli', 'egenesis']",12,"['chris-cheshire', 'nf-core-bot', 'charlotte-west', 'lpantano', 'dladd', 'PhilPalmer', 'dangeles', 'jordeu', 'cjfields', 'davismcc', 'ewels', 'KevinMenden']",6,"['nxtflo', 'FOG', 'nf-hipsci-fibro', 'somatic-variant-caller', 'cutandrun', 'WF-NF-rnassembly']"
2757,6,['BWA'],6,"['nf-core', 'lifebit-ai', 'davismcc', 'grpiccoli', 'ralsallaq', 'elowy01']",12,"['chris-cheshire', 'nf-core-bot', 'charlotte-west', 'dladd', 'PhilPalmer', 'jordeu', 'cjfields', 'davismcc', 'ewels', 'ralsallaq', 'KevinMenden', 'elowy01']",6,"['metaGx_nf', 'FOG', 'nf-core-testworkflow', 'nf-hipsci-fibro', 'somatic-variant-caller', 'cutandrun']"
2758,1,['BCFtools'],1,['davismcc'],1,['davismcc'],1,['nf-hipsci-fibro']
2759,1,['BWA'],1,['dfornika'],1,['dfornika'],1,['callVariants-with-codons']
2760,1,"['SAMtools', 'SAMtools', 'AIVAR']",1,['dfornika'],1,['dfornika'],1,['callVariants-with-codons']
2761,1,['ARTIC'],1,['dfornika'],1,['dfornika'],1,['nextflow-artic-ncov2019']
2762,1,['ARTIC'],1,['dfornika'],1,['dfornika'],1,['nextflow-artic-ncov2019']
2763,1,['BEDTools'],1,['dfornika'],1,['dfornika'],1,['nextflow-artic-ncov2019']
2764,22,['VGE'],21,"['dfornika', 'eQTL-Catalogue', 'zamanianlab', 'hoelzer', 'replikation', 'sripaladugu', 'gates-mri-bioinformatics', 'subwaystation', 'mpozuelo', 'kevbrick', 'jtmccr1', 'gongyh', 'jiangfuqing', 'grst', 'markgene', 'wslh-bio', 'stevekm', 'h3abionet', 'lmtani', 'marcodelapierre', 'ralsallaq']",54,"['maxulysse', 'dfornika', 'nf-core-bot', 'MarieLataretu', 'liameabbott', 'k-florek', 'AbigailShockey', 'mzamanian', 'ameintjes', 'Rotholandus', 'ralf-tambets', 'hoelzer', 'Zethson', 'replikation', 'mult1fractal', 'sofiahaglund', 'AndreaGuarracino', 'subwaystation', 'mpozuelo', 'skrakau', 'kevbrick', 'mamanambiya', 'lmtani', 'malinlarsson', 'pcantalupo', 'heuermh', 'jtmccr1', 'lconde-ucl', 'apeltzer', 'tiagochst', 'gongyh', 'szilvajuhos', 'chelauk', 'ewels', 'grst', 'FriederikeHanssen', 'lescai', 'markgene', 'adrlar', 'kerimoff', 'chenthorn', 'chuan-wang', 'stevekm', 'jfnavarro', 'kauralasoo', 'olgabot', 'ggabernet', 'alneberg', 'davidmasp', 'arontommi', 'drpatelh', 'winni2k', 'marcodelapierre', 'ralsallaq']",22,"['nf-core-cpo', 'pangenome', 'nf-core-scgs', 'reference-database', 'cutnrun', 'pipeIt', 'dryad', 'atac-seq', 'popfreqs', 'metaGx_nf', 'genimpute', 'docker_pipelines', 'bft-nf', 'chipimputation_evaluate_chips', 'Core_RNAseq-nf', 'germline_somatic', 'nanopore-nf', 'wf-human-mito', 'QC_demux', 'clean', 'nf-core-test', 'nextflow-pipeline-demo']"
2765,1,['fastPHASE'],1,['dfornika'],1,['dfornika'],1,['simulate-reads']
2766,1,"['BWA', 'BWA', 'SAMtools', 'SAMtools']",1,['dfornika'],1,['dfornika'],1,['simulate-reads']
2767,1,['QualiMap'],1,['dfornika'],1,['dfornika'],1,['simulate-reads']
