,list_contrib,list_own,list_wf,nb_contrib,nb_own,nb_reuse,nb_wf,tools
37,"{'erikrikarddaniel', 'alexandregilardet', 'arontommi', 'annacprice', 'antunderwood', 'JoseEspinosa', 'kmurat1', 'markxiao', 'mmeier93', 'Darcy220606', 'Midnighter', 'nebfield', 'Hammarn', 'Mxrcon', 'sofstam', 'mcamarad', 'd4straub', 'nickhsmith', 'rannick', 'andersgs', 'FriederikeHanssen', 'tamuanand', 'sguizard', 'ljmesi', 'ChristinaVasil', 'ramprasadn', 'pditommaso', 'mjakobs', 'lskatz', 'louperelo', 'rcappa1', 'lassefolkersen', 'rpetit3', 'jfnavarro', 'Danilo2771', 'Emiller88', 'heuermh', 'yocra3', 'avantonder', 'grst', 'stevekm', 'njspix', 'suzannejin', 'maxibor', 'Erkison', 'Jeremy1805', 'candiceh08', 'mjcipriano', 'jinmingda', 'muffato', 'MGordon09', 'jfy133', 'pblaney', 'sateeshperi', 'mashehu', 'sima-r', 'PhilPalmer', 'mfoll', 'ajodeh-juma', 'sk-sahu', 'oschwengers', 'Mark-S-Hill', 'subwaystation', 'AntoniaSchuster', 'kojix2', 'hseabolt', 'pericsson', 'ewels', 'kevbrick', 'MillironX', 'smlmbrt', 'fullama', 'cgpu', 'phue', 'santiagorevale', 'praveenraj2018', 'sruthipsuresh', 'lescai', 'BatoolMM', 'aurelieGabriel', 'aldembert', 'tamara-hodgetts', 'riederd', 'bunop', 'KevinMenden', 'yuukiiwa', 'fuxialexander', 'chris-cheshire', 'spficklin', 'charles-plessy', 'Lipinski-B', 'Gwennid', 'RHReynolds', 'maxulysse', 'emnilsson', 'drpatelh', 'thanhleviet', 'apeltzer', 'abhi18av', 'mahesh-panchal', 'i-pletenev', 'fmalmeida', 'ntoda03', 'SPPearce', 'FelixKrueger', 'aleksandrabliznina', 'SusiJo', 'jianhong', 'sysbiocoder', 'klkeys', 'HadrienG', 'ggabernet', 'hclimente', 'c-mertes', 'sinonkt', 'GCJMackenzie', 'jemten', 'FloWuenne', 'tdelhomme', 'Vlad-Dembrovskyi', 'projectoriented', 'kaurravneet4123', 'bjohnnyd', 'evagradovich', 'fbdtemme', 'piotr-faba-ardigen', 'sidorov-si'}","{'HadrienG', 'pblaney', 'fuxialexander', 'nebfield', 'hclimente', 'Hammarn', 'cgpu', 'Shicheng-Guo', 'raonyguimaraes', 'PGScatalog', 'lifebit-ai', 'sinonkt', 'IARCbioinfo', 'Monia234', 'nf-core', 'markxiao', 'tdelhomme'}","{'fast-ngs-admix', 'pgsc_calc', 'modules', 'gwas_benchmarks', 'PRS-dev', 'panelR', 'fam-gwas', 'nf-cojo', 'prs', 'gemini-load-nf', 'relate', 'vcf_ancestry-nf', 'snpQT', 'Imputation-nf', 'IARC-imputation', 'mgp1000', 'Popolipo', 'gwas-tools', 'phewas', 'gwasgsa'}",127.0,17.0,60.0,20.0,['PLINK']
38,"{'aurelieGabriel', 'mfoll', 'Lipinski-B'}","{'Monia234', 'IARCbioinfo'}","{'Imputation-nf', 'IARC-imputation'}",3.0,2.0,4.0,2.0,"['LiftOver', 'PLINK']"
39,"{'J35P312', 'LehmannN', 'jemten', 'doudoufeishangtian', 'projectoriented'}","{'LehmannN', 'doudoufeishangtian', 'genomic-medicine-sweden'}","{'scAnnotatiONT', 'RNApipe-nf', 'RareDisease_RNA_workflow'}",5.0,3.0,3.0,3.0,['gffcompare']
40,{'Tingvall'},{'Tingvall'},{'cutntag'},1.0,1.0,1.0,1.0,"['BaMM', 'ALIGN']"
41,{'cmatKhan'},{'cmatKhan'},{'bartNPNF'},1.0,1.0,1.0,1.0,['NPS']
42,"{'jeslipp', 'erikrikarddaniel', 'alexandregilardet', 'RemyNicolle', 'arontommi', 'annacprice', 'drpowell', 'antunderwood', 'JoseEspinosa', 'adomingues', 'kmurat1', 'huhehaotecrystal', 'lmyiing', 'BrianLohman', 'Midnighter', 'Darcy220606', 'nathanhaigh', 'nebfield', 'Hammarn', 'hugovaysset', 'Mxrcon', 'SannaAb', 'sofstam', 'd4straub', 'na399', 'nf-core-bot', 'nickhsmith', 'rannick', 'andersgs', 'FriederikeHanssen', 'tamuanand', 'SarahMaman', 'ArnaudM22', 'sguizard', 'kviljoen', 'tiagochst', 'Rotholandus', 'ljmesi', 'matrulda', 'ashleethomson', 'zxl124', 'doudoufeishangtian', 'ramprasadn', 'pditommaso', 'a-lud', 'mjakobs', 'lskatz', 'louperelo', 'yuifu', 'MorganePhilipp', 'ThamLe2601', 'olgabot', 'trambau', 'Thadouard', 'lassefolkersen', 'rpetit3', 'BABS-STP1', 'sven1103', 'marchoeppner', 'jfnavarro', 'KlausVG', 'adrodrzywolski', 'JIAYING2021', 'SpikyClip', 'Galithil', 'SimiliSerpent', 'Thomas-LeCoent', 'Emiller88', 'Danilo2771', 'palfalvi', 'dengshuang0116', 'heuermh', 'mattsoup', 'zhangtong516', 'nservant', 'yocra3', 'drewjbeh', 'adrienlemeur', 'avantonder', 'grst', 'jburos', 'stevekm', 'suzannejin', 'njspix', 'winni2k', 'maxibor', 'Erkison', 'Jeremy1805', 'candiceh08', 'BenNolann', 'ellendejong', 'Mondale-tw', 'lengfei5', 'mjcipriano', 'AnneCharlotteMichel', 'abotzki', 'jinmingda', 'muffato', 'MGordon09', 'lwratten', 'vezzi', 'Rhine-cats', 'markgene', 'pranathivemuri', 'ywilke', 'mvanins', 'jfy133', 'ray1919', 'Ramanandan', 'jrdemasi', 'sateeshperi', 'mashehu', 'bwlang', 'sima-r', 'PhilPalmer', 'ajodeh-juma', 'oschwengers', 't-neumann', 'jun-wan', 'coraliegimonnet', 'Mark-S-Hill', 'subwaystation', 'hynesgra', 'peterwharrison', 'csawye01', 'cometsong', 'manabuishii', 'paulklemm', 'AntoniaSchuster', 'bioinformatist', 'ppericard', 'kojix2', 'hseabolt', 'sdjebali', 'pericsson', 'ewels', 'kevbrick', 'cguyomar', 'cying111', 'raygozag', 'baptisteruiz', 'MillironX', 'fullama', 'cirrina', 'cgpu', 'phue', 'myoshimura080822', 'Linxian0816', 'santiagorevale', 'praveenraj2018', 'LehmannN', 'ffmmulder', 'sruthipsuresh', 'lescai', 'DimmestP', 'wtsi-mercury', 'alneberg', 'BatoolMM', 'alam1988', 'weiqijin', 'gn5', 'lpantano', 'rfenouil', 'tamara-hodgetts', 'riederd', 'bunop', 'sawibo', 'veeravalli', 'KevinMenden', 'skrakau', 'yuukiiwa', 'abeaude', 'chris-cheshire', 'spficklin', 'charles-plessy', 'Gwennid', 'RHReynolds', 'maxulysse', 'emnilsson', 'drpatelh', 'thanhleviet', 'apeltzer', 'jordwil', 'abhi18av', 'mahesh-panchal', 'i-pletenev', 'fmalmeida', 'ntoda03', 'phelelani', 'amayer21', 'SPPearce', 'jimmybgammyknee', 'likelet', 'FelixKrueger', 'melferink', 'idelim09', 'george-hall-ucl', 'aleksandrabliznina', 'anfederico', 'evanfloden', 'senthil10', 'giusmar', 'ericaenjoy3', 'chuan-wang', 'robsyme', 'louisedem', 'Akazhiel', 'TatsuyaDaniel', 'SusiJo', 'piotr-faba-ardigen', 'orionzhou', 'jianhong', 'sysbiocoder', 'alex-botzki', 'klkeys', 'fruce-ki', 'ggabernet', 'rernst', 'colindaven', 'c-mertes', 'GCJMackenzie', 'vivianepasteau', 'jemten', 'drejom', 'rsuchecki', 'msmallegan', 'pcantalupo', 'FloWuenne', 'projectoriented', 'kaurravneet4123', 'sofiahaglund', 'FirasSadiyah', 'chbk', 'aanil', 'mbradyneeley', 'sandrocarollo', 'bjohnnyd', 'ATpoint', 'lauramble', 'fbdtemme', 'silviamorins', 'sidorov-si'}","{'phelelani', 'erikrikarddaniel', 'Lewsey-Lab', 'icbi-lab', 'cometsong', 'RemyNicolle', 'KlausVG', 'adrodrzywolski', 'Irvibena', 'JIAYING2021', 'SpikyClip', 'Thomas-LeCoent', 'UMCUGenetics', 'likelet', 'palfalvi', 'nf-core', 'zhangtong516', 'xmuyulab', 'raygozag', 'PI-Bioinfo', 'ericaenjoy3', 'BrianLohman', 'ZuberLab', 'apeltzer', 'Akazhiel', 'cirrina', 'vibbits', 'bioinfo-pf-curie', 'BenNolann', 'nebiolabs', 'hugovaysset', 'SannaAb', 'lengfei5', 'wtsi-hgi', 'LehmannN', 'AnneCharlotteMichel', 'rikenbit', 'DimmestP', 'SarahMaman', 'alam1988', 'lwratten', 'sagc-bioinformatics', 'jiangfuqing', 'RosaDeSa', 'FAANG', 'markgene', 'msmallegan', 'doudoufeishangtian', 'montilab', 'Ramanandan', 'FirasSadiyah', 'ray1919', 'junyu-boston', 'CommonMindConsortium', 'lifebit-ai', 'mbradyneeley', 'ATpoint', 'ThamLe2601', 'coraliegimonnet', 'lauramble', 'harleenduggal', 'mahesh-panchal'}","{'RNAseq-variant-calling-nf', 'lRNA-Seq', 'chipseq', 'DummyNF', 'ReproHackaton', 'circPipe', 'atacseq', 'modules', 'scRNAseq_pipelines', 'nextflow_paired_reads_pipeline', 'nextflow-rnaseq-modules', 'rnaseq-editing', 'sanger-demo-rnaseq', 'cutnrun', 'atacseq_nf', 'ChIP-seq_pipeline', 'reprohackathon-bioinfo', 'test_nfcore_workflow_chain', 'RNASeq_Pipeline', 'magmap', 'nf-rnaSeqCount', 'rnaseq_nextflow', 'llrnaseq', 'nfcore-rnaseq', 'scAnnotatiONT', 'smartseq2_pipeline', 'thamlee-nxf-rnaseq', 'as-mapping', 'rsi_analysis', 'rnaseq-vizfada', 'RNA_Seq_Pipe', 'nanoseq', 'Nextflow', 'NextflowRNAseq', 'pdx-nf', 'RNASEQ', 'nanorna-bam', 'ATAC_Seq_nxf', 'NextflowModules', 'RamDAQ-prototype', 'dicerna-rnaseq', 'ctg-rnaseq', 'crispr-nf', 'EM-seq', 'atac-seq', 'Reprohackathon', 'rnaseq', 'Groupe10_Hackaton', 'rna_nf', 'rnaseq_analysis_pipeline', 'NeoPred-NF', 'smRNApipe-nf', 'icpipe-nextflow', 'ramdaq', 'RAPiD-nf', 'Chip-seq', 'crispr-process-nf', 'RNAseq_dsl2', 'pipeliner-2', 'reproHack', 'rmghc-workshop-19', 'analysis-TAGADA', 'NF-Workflow', 'lims-rnaseq', 'atac_chip_preprocess', 'IGCG-featureCounts', 'nextflow-pipelines', 'Hackathon021'}",242.0,62.0,83.0,68.0,['FeatureCounts']
43,"{'olavurmortensen', 'ElisabetThomsen'}",{'fargenfo'},{'linkseq'},2.0,1.0,2.0,1.0,['WhatsHap']
44,"{'fmalmeida', 'sghurst'}",{'fmalmeida'},{'bacannot'},2.0,1.0,1.0,1.0,"['antiSMASH', 'seqret']"
45,"{'erikrikarddaniel', 'alexandregilardet', 'arontommi', 'annacprice', 'antunderwood', 'JoseEspinosa', 'kmurat1', 'Darcy220606', 'Midnighter', 'nebfield', 'Alexey-ebi', 'Mxrcon', 'sofstam', 'd4straub', 'nickhsmith', 'rannick', 'andersgs', 'FriederikeHanssen', 'tamuanand', 'sguizard', 'ljmesi', 'ramprasadn', 'pditommaso', 'mjakobs', 'lskatz', 'louperelo', 'lassefolkersen', 'rpetit3', 'jfnavarro', 'Danilo2771', 'Emiller88', 'heuermh', 'yocra3', 'avantonder', 'grst', 'stevekm', 'njspix', 'suzannejin', 'maxibor', 'Erkison', 'Jeremy1805', 'candiceh08', 'mjcipriano', 'jinmingda', 'muffato', 'MGordon09', 'jfy133', 'sateeshperi', 'mashehu', 'sima-r', 'ajodeh-juma', 'oschwengers', 'Mark-S-Hill', 'subwaystation', 'peterwharrison', 'AntoniaSchuster', 'kojix2', 'hseabolt', 'pericsson', 'ewels', 'kevbrick', 'MillironX', 'fullama', 'phue', 'santiagorevale', 'praveenraj2018', 'sruthipsuresh', 'lescai', 'BatoolMM', 'tamara-hodgetts', 'riederd', 'bunop', 'KevinMenden', 'yuukiiwa', 'chris-cheshire', 'spficklin', 'charles-plessy', 'Gwennid', 'RHReynolds', 'maxulysse', 'emnilsson', 'drpatelh', 'thanhleviet', 'apeltzer', 'abhi18av', 'mahesh-panchal', 'i-pletenev', 'fmalmeida', 'ntoda03', 'SPPearce', 'FelixKrueger', 'aleksandrabliznina', 'SusiJo', 'jianhong', 'sysbiocoder', 'klkeys', 'ggabernet', 'c-mertes', 'GCJMackenzie', 'jemten', 'FloWuenne', 'projectoriented', 'kaurravneet4123', 'bjohnnyd', 'fbdtemme', 'piotr-faba-ardigen', 'sidorov-si'}","{'nf-core', 'sguizard'}","{'isoseq', 'modules'}",107.0,2.0,2.0,2.0,['ULTRA']
46,"{'erikrikarddaniel', 'fmaguire', 'alexandregilardet', 'arontommi', 'annacprice', 'antunderwood', 'AGROSAVIABIOUNIT', 'JoseEspinosa', 'kmurat1', 'Darcy220606', 'Midnighter', 'nebfield', 'Mxrcon', 'sofstam', 'd4straub', 'nickhsmith', 'rannick', 'andersgs', 'FriederikeHanssen', 'tamuanand', 'sguizard', 'ljmesi', 'ramprasadn', 'pditommaso', 'mjakobs', 'lskatz', 'louperelo', 'TGotwig', 'lassefolkersen', 'rpetit3', 'jfnavarro', 'Danilo2771', 'Emiller88', 'heuermh', 'yocra3', 'avantonder', 'grst', 'stevekm', 'njspix', 'suzannejin', 'maxibor', 'Erkison', 'Jeremy1805', 'candiceh08', 'mjcipriano', 'jinmingda', 'muffato', 'MGordon09', 'turrisita', 'jfy133', 'Accio', 'sateeshperi', 'mashehu', 'sima-r', 'ajodeh-juma', 'oschwengers', 'jimmyliu1326', 'Mark-S-Hill', 'subwaystation', 'AntoniaSchuster', 'kojix2', 'hseabolt', 'pericsson', 'ewels', 'kevbrick', 'MillironX', 'fullama', 'phue', 'santiagorevale', 'praveenraj2018', 'sruthipsuresh', 'lescai', 'BatoolMM', 'tamara-hodgetts', 'riederd', 'bunop', 'KevinMenden', 'yuukiiwa', 'chris-cheshire', 'spficklin', 'charles-plessy', 'Gwennid', 'RHReynolds', 'maxulysse', 'emnilsson', 'drpatelh', 'thanhleviet', 'apeltzer', 'abhi18av', 'mahesh-panchal', 'i-pletenev', 'fmalmeida', 'ntoda03', 'SPPearce', 'FelixKrueger', 'aleksandrabliznina', 'SusiJo', 'jianhong', 'sysbiocoder', 'klkeys', 'ggabernet', 'c-mertes', 'GCJMackenzie', 'jemten', 'FloWuenne', 'projectoriented', 'kaurravneet4123', 'bjohnnyd', 'fbdtemme', 'piotr-faba-ardigen', 'sidorov-si'}","{'bactopia', 'nf-core', 'jimmyliu1326', 'AGROSAVIABIOUNIT'}","{'bactopia', 'modules', 'SamnSero_Nextflow', 'MT'}",111.0,4.0,4.0,4.0,['SISTR']
47,"{'erikrikarddaniel', 'alexandregilardet', 'arontommi', 'annacprice', 'antunderwood', 'JoseEspinosa', 'kmurat1', 'Darcy220606', 'Midnighter', 'nebfield', 'Mxrcon', 'sofstam', 'd4straub', 'nf-core-bot', 'rannick', 'nickhsmith', 'andersgs', 'FriederikeHanssen', 'tamuanand', 'sguizard', 'ljmesi', 'ramprasadn', 'pditommaso', 'mjakobs', 'lskatz', 'louperelo', 'lassefolkersen', 'rpetit3', 'jfnavarro', 'Danilo2771', 'Emiller88', 'yuxuth', 'heuermh', 'yocra3', 'avantonder', 'grst', 'stevekm', 'njspix', 'suzannejin', 'maxibor', 'Erkison', 'Jeremy1805', 'candiceh08', 'mjcipriano', 'jinmingda', 'muffato', 'MGordon09', 'jfy133', 'sateeshperi', 'mashehu', 'sima-r', 'ajodeh-juma', 'oschwengers', 'Mark-S-Hill', 'subwaystation', 'AntoniaSchuster', 'kojix2', 'hseabolt', 'pericsson', 'ewels', 'kevbrick', 'MillironX', 'fullama', 'phue', 'santiagorevale', 'praveenraj2018', 'sruthipsuresh', 'lescai', 'BatoolMM', 'tamara-hodgetts', 'riederd', 'bunop', 'KevinMenden', 'yuukiiwa', 'chris-cheshire', 'spficklin', 'charles-plessy', 'Gwennid', 'RHReynolds', 'maxulysse', 'emnilsson', 'drpatelh', 'thanhleviet', 'apeltzer', 'abhi18av', 'mahesh-panchal', 'i-pletenev', 'fmalmeida', 'ntoda03', 'SPPearce', 'FelixKrueger', 'aleksandrabliznina', 'SusiJo', 'jianhong', 'sysbiocoder', 'klkeys', 'ggabernet', 'c-mertes', 'GCJMackenzie', 'jemten', 'FloWuenne', 'projectoriented', 'kaurravneet4123', 'bjohnnyd', 'fbdtemme', 'piotr-faba-ardigen', 'sidorov-si'}","{'nf-core', 'jianhong'}","{'nf-core-hicar', 'modules'}",107.0,2.0,2.0,2.0,"['GenMAPP', 'MAP']"
48,"{'erikrikarddaniel', 'alexandregilardet', 'arontommi', 'annacprice', 'antunderwood', 'JoseEspinosa', 'kmurat1', 'Darcy220606', 'Midnighter', 'nebfield', 'Mxrcon', 'sofstam', 'd4straub', 'nf-core-bot', 'rannick', 'nickhsmith', 'andersgs', 'FriederikeHanssen', 'tamuanand', 'sguizard', 'ljmesi', 'ramprasadn', 'pditommaso', 'mjakobs', 'lskatz', 'louperelo', 'lassefolkersen', 'rpetit3', 'jfnavarro', 'Danilo2771', 'Emiller88', 'yuxuth', 'heuermh', 'yocra3', 'avantonder', 'grst', 'stevekm', 'njspix', 'suzannejin', 'maxibor', 'Erkison', 'Jeremy1805', 'candiceh08', 'mjcipriano', 'jinmingda', 'muffato', 'MGordon09', 'jfy133', 'sateeshperi', 'mashehu', 'sima-r', 'ajodeh-juma', 'oschwengers', 'Mark-S-Hill', 'subwaystation', 'AntoniaSchuster', 'kojix2', 'hseabolt', 'pericsson', 'ewels', 'kevbrick', 'MillironX', 'fullama', 'phue', 'santiagorevale', 'praveenraj2018', 'sruthipsuresh', 'lescai', 'BatoolMM', 'tamara-hodgetts', 'riederd', 'bunop', 'KevinMenden', 'yuukiiwa', 'chris-cheshire', 'spficklin', 'charles-plessy', 'Gwennid', 'RHReynolds', 'maxulysse', 'emnilsson', 'drpatelh', 'thanhleviet', 'apeltzer', 'abhi18av', 'mahesh-panchal', 'i-pletenev', 'fmalmeida', 'ntoda03', 'SPPearce', 'FelixKrueger', 'aleksandrabliznina', 'SusiJo', 'jianhong', 'sysbiocoder', 'klkeys', 'ggabernet', 'c-mertes', 'GCJMackenzie', 'jemten', 'FloWuenne', 'projectoriented', 'kaurravneet4123', 'bjohnnyd', 'fbdtemme', 'piotr-faba-ardigen', 'sidorov-si'}","{'nf-core', 'jianhong'}","{'nf-core-hicar', 'modules'}",107.0,2.0,2.0,2.0,['Flipper']
49,"{'jfnavarro', 'arontommi', 'malinlarsson', 'ewels', 'szilvajuhos', 'rmoran7', 'chelauk', 'lescai', 'ffmmulder', 'nf-core-bot', 'ggabernet', 'alneberg', 'FriederikeHanssen', 'jackmo375', 'BrunoGrandePhD', 'adrlar', 'pcantalupo', 'skrakau', 'davidmasp', 'lconde-ucl', 'maxulysse', 'apeltzer', 'olgabot'}","{'Genomic-Medicine-Linkoping', 'rmoran7', 'sickle-in-africa', 'UMCUGenetics', 'sripaladugu', 'nf-core'}","{'dx_sarek', 'sarek', 'germline_somatic', 'saw.sarek', 'custom_sarek', 'nf-core-sarek', 'sarek_ubec'}",23.0,6.0,8.0,7.0,"['BCFtools', 'snpEff', 'FastQC', 'FreeBayes', 'FREEC', 'GATK', 'MSIsensor', 'MultiQC', 'QualiMap', 'SAMtools', 'TIDDIT', 'VCFtools']"
50,{'doudoufeishangtian'},{'doudoufeishangtian'},{'WGSpipe-nf'},1.0,1.0,1.0,1.0,"['GATK', 'MarkDuplicates (IP)', 'SAMtools']"
51,"{'jgolob', 'sminot', 'liameabbott', 'stekaz'}","{'ampatchlab', 'Golob-Minot', 'liameabbott', 'gates-mri-bioinformatics'}","{'reference-database', 'nf-rnaseq', 'geneshot'}",4.0,4.0,5.0,3.0,['Gene']
52,"{'erikrikarddaniel', 'alexandregilardet', 'arontommi', 'annacprice', 'antunderwood', 'JoseEspinosa', 'kmurat1', 'Darcy220606', 'Midnighter', 'nebfield', 'leebrian', 'Mxrcon', 'sofstam', 'd4straub', 'nickhsmith', 'rannick', 'cjjossart', 'andersgs', 'FriederikeHanssen', 'tamuanand', 'sguizard', 'ljmesi', 'ramprasadn', 'pditommaso', 'mjakobs', 'lskatz', 'louperelo', 'lassefolkersen', 'rpetit3', 'jfnavarro', 'Danilo2771', 'Emiller88', 'heuermh', 'yocra3', 'avantonder', 'grst', 'stevekm', 'njspix', 'suzannejin', 'jiangweiyao', 'maxibor', 'Erkison', 'Jeremy1805', 'candiceh08', 'mjcipriano', 'jinmingda', 'muffato', 'MGordon09', 'sminot', 'jfy133', 'sateeshperi', 'mashehu', 'jgolob', 'sima-r', 'mciprianoCDC', 'ajodeh-juma', 'Amanj1', 'oschwengers', 'Mark-S-Hill', 'subwaystation', 'AntoniaSchuster', 'kojix2', 'hseabolt', 'pericsson', 'ewels', 'kevbrick', 'MillironX', 'fullama', 'phue', 'santiagorevale', 'praveenraj2018', 'sruthipsuresh', 'lescai', 'BatoolMM', 'esteinig', 'tamara-hodgetts', 'riederd', 'bunop', 'KevinMenden', 'yuukiiwa', 'chris-cheshire', 'spficklin', 'charles-plessy', 'Gwennid', 'RHReynolds', 'maxulysse', 'emnilsson', 'drpatelh', 'thanhleviet', 'abhi18av', 'apeltzer', 'mahesh-panchal', 'i-pletenev', 'fmalmeida', 'ntoda03', 'SPPearce', 'FelixKrueger', 'Channing-Zeng', 'aleksandrabliznina', 'SusiJo', 'jianhong', 'sysbiocoder', 'klkeys', 'maxemil', 'ggabernet', 'c-mertes', 'GCJMackenzie', 'jemten', 'FloWuenne', 'projectoriented', 'kaurravneet4123', 'bjohnnyd', 'fbdtemme', 'piotr-faba-ardigen', 'sidorov-si'}","{'CDCgov', 'jiangweiyao', 'np-core', 'jgolob', 'Amanj1', 'Channing-Zeng', 'Mxrcon', 'nf-core', 'ksumngs', 'maxemil', 'MDU-PHL'}","{'kovid-trees-nf', 'PhyloMagnet', 'PhyloProtTTV', 'modules', 'Savio_alignments_nf', 'coregenome_align_nf', 'metagenomics-nf', 'nf-modules', 'bactmap', 'maliampi', 'mycosnp-nf'}",115.0,11.0,15.0,11.0,['RAxML-NG']
53,{'HadrienG'},{'HadrienG'},{'gwas_benchmarks'},1.0,1.0,1.0,1.0,['Bolt']
54,{'Puumanamana'},{'hawaiidatascience'},{'metaflowmics'},1.0,1.0,1.0,1.0,"['iRefScape', 'LineagePulse']"
55,{'kevbrick'},{'kevbrick'},{'pipeIt'},1.0,1.0,1.0,1.0,"['HiFiX', 'bedGraphToBigWig']"
56,{'HadrienG'},{'HadrienG'},{'gwas_benchmarks'},1.0,1.0,1.0,1.0,['delimitR']
57,"{'danielecook', 'katiesevans'}",{'AndersenLab'},{'nil-ril-nf'},2.0,1.0,1.0,1.0,"['SAMtools', 'BCFtools', 'BCFtools', 'VKCDB', 'BCFtools']"
58,"{'lconde-ucl', 'jherrero'}",{'UCL-BLIC'},"{'wgsalign', 'nf-ginkgo'}",2.0,1.0,2.0,2.0,"['FastQC', 'SAMtools', 'BEDTools', 'MultiQC']"
59,"{'erikrikarddaniel', 'alexandregilardet', 'naliebe', 'arontommi', 'annacprice', 'aduvermy', 'antunderwood', 'clemgoub', 'JoseEspinosa', 'kmurat1', 'Darcy220606', 'Midnighter', 'nebfield', 'Hammarn', 'mikson60', 'Mxrcon', 'sofstam', 'd4straub', 'nickhsmith', 'rannick', 'nf-core-bot', 'andersgs', 'FriederikeHanssen', 'tamuanand', 'sguizard', 'ljmesi', 'l-modolo', 'ramprasadn', 'pditommaso', 'adamrtalbot', 'mjakobs', 'lskatz', 'louperelo', 'yuifu', 'luisas', 'brucemoran', 'olgabot', 'lassefolkersen', 'rpetit3', 'jfnavarro', 'Danilo2771', 'palfalvi', 'Emiller88', 'matq007', 'heuermh', 'nservant', 'yocra3', 'avantonder', 'grst', 'stevekm', 'njspix', 'suzannejin', 'maxibor', 'Erkison', 'Jeremy1805', 'candiceh08', 'pprieto', 'Mondale-tw', 'lengfei5', 'mjcipriano', 'jinmingda', 'bioShaun', 'MGordon09', 'muffato', 'faithman', 'jfy133', 'redst4r', 'sateeshperi', 'mashehu', 'sima-r', 'ajodeh-juma', 'sk-sahu', 'oschwengers', 'Mark-S-Hill', 'subwaystation', 'Remi-Montagne', 'AntoniaSchuster', 'kevinpryan', 'kojix2', 'hseabolt', 'pericsson', 'ewels', 'kevbrick', 'MillironX', 'Thyra', 'fullama', 'phue', 'santiagorevale', 'praveenraj2018', 'Landris18', 'sruthipsuresh', 'lescai', 'BatoolMM', 'tamara-hodgetts', 'riederd', 'bunop', 'KevinMenden', 'yuukiiwa', 'chris-cheshire', 'spficklin', 'charles-plessy', 'Gwennid', 'RHReynolds', 'maxulysse', 'emnilsson', 'drpatelh', 'thanhleviet', 'apeltzer', 'abhi18av', 'mahesh-panchal', 'i-pletenev', 'vpeddu', 'fmalmeida', 'ntoda03', 'dshafranskaya', 'SPPearce', 'PeterBailey', 'FelixKrueger', 'aleksandrabliznina', 'evanfloden', 'adamd3', 'szilvajuhos', 'SusiJo', 'jianhong', 'sysbiocoder', 'klkeys', 'andrewprzh', 'gaotian52', 'ggabernet', 'c-mertes', 'supark87', 'higsch', 'mdeloger', 'GCJMackenzie', 'jemten', 'chadisaad', 'FloWuenne', 'aleks96n', 'projectoriented', 'kaurravneet4123', 'bjohnnyd', 'fbdtemme', 'piotr-faba-ardigen', 'sidorov-si'}","{'LBMC', 'aduvermy', 'palfalvi', 'clemgoub', 'nf-core', 'kevinpryan', 'adamd3', 'ablab', 'bioinfo-pf-curie', 'lengfei5', 'AndersenLab', 'bioShaun', 'NAMlab', 'supark87', 'aleks96n', 'adamrtalbot', 'redst4r', 'CommonMindConsortium', 'lifebit-ai', 'yuifu', 'codingene', 'brucemoran', 'vpeddu'}","{'StrainSeq', 'kallisto_nf', 'nf-10x-kallisto', 'nf_visium_kallisto', 'xms-rnaseq-nf', 'modules', 'RNAseq_kallisto', 'BioInfoKallisto', 'annotationMaker', 'SEmRNA-seq-nf', 'metaGT', 'Slowqc', 'prac_nextflow', 'rnaseq-mapper', 'kallisto-sra', 'readthroughpombe', 'dnaPipeTE2', 'scrnaseq', 'rnaseq', 'rnafusion', 'nextflow_cwl_example', 'RAPiD-nf', 'nextflow-base', 'rtp_workshop', 'PEmRNA-seq-nf', 'quantitative_nucleosome_analysis'}",144.0,23.0,51.0,26.0,['kallisto']
60,"{'ewels', 'yuxuth', 'jianhong', 'nf-core-bot'}",{'jianhong'},{'nf-core-hicar'},4.0,1.0,1.0,1.0,"['4peaks', 'Bio-Cigar', 'totalVI', 'BaMM']"
61,"{'k-florek', 'AbigailShockey'}",{'wslh-bio'},"{'dryad', 'spriggan'}",2.0,1.0,6.0,2.0,['RDFScape']
62,"{'lukfor', 'replikation', 'seppinho', 'hoelzer'}","{'genepi', 'nanozoo'}","{'nf-gwas', 'wf_prepare_submission_dammit'}",4.0,2.0,2.0,2.0,['project']
63,{'darcyabjones'},{'darcyabjones'},{'panann'},1.0,1.0,1.0,1.0,['GMAP']
64,"{'jguhlin', 'sarahjeeeze', 'cjw85'}","{'epi2me-labs', 'jguhlin'}","{'useful-nextflow-patterns', 'wf-transcript-target'}",3.0,2.0,2.0,2.0,"['SAMtools', 'SAMtools', 'SAMtools', 'SAMtools', 'SAMtools', 'mosdepth']"
