,Unnamed: 0,nb_reuse,tools,nb_own,list_own,nb_contrib,list_contrib,nb_wf,list_wf
15,15,6,['FastQC'],5,"['nf-core', 'jianhong', 'ABMicroBioinf', 'xiaoli-dong', 'mamanambiya']",115,"['Mxrcon', 'nf-core-bot', 'saramonzon', 'ktrns', 'Midnighter', 'kevbrick', 'mamanambiya', 'yuukiiwa', 'njspix', 'sofstam', 'nebfield', 'jemten', 'FriederikeHanssen', 'KevinMenden', 'yocra3', 'stevekm', 'i-pletenev', 'andersgs', 'thanhleviet', 'santiagorevale', 'apeltzer', 'kmurat1', 'stevin-wilson', 'lskatz', 'Erkison', 'tamara-hodgetts', 'charles-plessy', 'Darcy220606', 'rannick', 'oschwengers', 'Jeremy1805', 'AntoniaSchuster', 'avantonder', 'klkeys', 'fmalmeida', 'suzannejin', 'riederd', 'sysbiocoder', 'ewels', 'grst', 'fullama', 'jcurado-flomics', 'alexandregilardet', 'tamuanand', 'SPPearce', 'jinmingda', 'jianhong', 'pditommaso', 'hseabolt', 'SusiJo', 'mjakobs', 'lassefolkersen', 'chris-cheshire', 'FloWuenne', 'maxulysse', 'Mark-S-Hill', 'ajodeh-juma', 'kaurravneet4123', 'sruthipsuresh', 'ljmesi', 'subwaystation', 'sguizard', 'louperelo', 'c-mertes', 'mashehu', 'jfy133', 'candiceh08', 'spficklin', 'Emiller88', 'rpetit3', 'JoseEspinosa', 'antunderwood', 'd4straub', 'Danilo2771', 'projectoriented', 'bunop', 'fbdtemme', 'mjcipriano', 'sateeshperi', 'MillironX', 'muffato', 'xiaoli-dong', 'Gwennid', 'piotr-faba-ardigen', 'ramprasadn', 'ntoda03', 'MiguelJulia', 'sidorov-si', 'kojix2', 'GCJMackenzie', 'nickhsmith', 'MGordon09', 'svarona', 'emnilsson', 'heuermh', 'mahesh-panchal', 'aleksandrabliznina', 'ErikaKvalem', 'abhi18av', 'maxibor', 'pericsson', 'phue', 'lescai', 'annacprice', 'RHReynolds', 'praveenraj2018', 'bjohnnyd', 'FelixKrueger', 'jfnavarro', 'BatoolMM', 'ggabernet', 'sima-r', 'arontommi', 'drpatelh', 'erikrikarddaniel']",6,"['pathogen', 'viralrecon', 'modules', 'magph', 'universalModule', 'popfreqs']"
16,16,11,['Picard'],10,"['erikwaskiewicz', 'nf-core', 'ASKAP-EMUCat', 'canceromics', 'aws-samples', 'samlhao', 'ABMicroBioinf', 'xiaoli-dong', 'xmuyulab', 'MDU-PHL']",33,"['maxulysse', 'nf-core-bot', 'amazon-auto', 'xiaoli-dong', 'evanfloden', 'charles-plessy', 'sc13-bioinf', 'likelet', 'jmarvil', 'ashildv', 'alexhbnr', 'juneb4869', 'scarlhoff', 'mderan-da', 'TCLamnidis', 'canceromics', 'jfy133', 'lmyiing', 'maxibor', 'ZandraFagernas', 'aidaanva', 'ewels', 'phue', 'alexandregilardet', 'huhehaotecrystal', 'erikwaskiewicz', 'andersgs', 'davepallot', 'IdoBar', 'olgabot', 'ggabernet', 'apeltzer', 'drpatelh']",10,"['pathogen', 'emucat_workflows', 'MeRIPseqPipe', 'bamsurgeon-nextflow', 'kovid-trees-nf', 'eager', 'magph', 'aws-gatk-recipe-nextflow-pipeline', 'nf-core-abricate', 'scRNAseq_pipelines']"
18,18,28,['Picard'],12,"['erikwaskiewicz', 'nf-core', 'jgolob', 'StaPH-B', 'ABMicroBioinf', 'xiaoli-dong', 'telatin', 'chelauk', 'ATpoint', 'nibscbioinformatics', 'AGROSAVIABIOUNIT', 'xmuyulab']",50,"['LeuThrAsp', 'maxulysse', 'nf-core-bot', 'xiaoli-dong', 'Gwennid', 'evanfloden', 'charles-plessy', 'ramprasadn', 'telatin', 'sc13-bioinf', 'ljmesi', 'Zethson', 'rannick', 'bleazard', 'ashildv', 'alexhbnr', 'ATpoint', 'scarlhoff', 'jpfeuffer', 'TCLamnidis', 'sminot', 'avantonder', 'jfy133', 'ignaciot', 'vmikk', 'maxibor', 'ZandraFagernas', 'bwlang', 'aidaanva', 'lmyiing', 'jemten', 'ewels', 'chelauk', 'ypriverol', 'phue', 'lescai', 'alexandregilardet', 'drpatelh', 'KevinMenden', 'huhehaotecrystal', 'erikwaskiewicz', 'antunderwood', 'jgolob', 'thanhleviet', 'IdoBar', 'olgabot', 'ggabernet', 'projectoriented', 'apeltzer', 'AGROSAVIABIOUNIT']",16,"['nextflow-example', 'pathogen', 'ctdna-project', 'atac_chip_preprocess', 'maliampi', 'proteomicslfq', 'bactmap', 'viralevo', 'raredisease', 'magph', 'eager', 'nf-core-deepsnv', 'mycosnp', 'nascent', 'scRNAseq_pipelines', 'nextflow_conda_cutadapt']"
19,19,10,['STAR'],10,"['nf-core', 'ASKAP-EMUCat', 'jgolob', 'ABMicroBioinf', 'xiaoli-dong', 'alam1988', 'nibscbioinformatics', 'MaddalenaCella', 'xmuyulab', 'caspargross']",62,"['rfenouil', 'rsuchecki', 'maxulysse', 'sven1103', 'nf-core-bot', 'pranathivemuri', 'xiaoli-dong', 'veeravalli', 'paulklemm', 'Galithil', 'kaurravneet4123', 'MaddalenaCella', 'matrulda', 'jordwil', 'Hammarn', 'sofiahaglund', 'kviljoen', 'mvanins', 'colindaven', 'aanil', 'jmarvil', 'jun-wan', 'zxl124', 'skrakau', 'alam1988', 'orionzhou', 'pcantalupo', 'sminot', 'amayer21', 'mashehu', 'drejom', 'apeltzer', 'lpantano', 'silviamorins', 'lmyiing', 'abhi18av', 'ppericard', 'vezzi', 'senthil10', 'ewels', 'jemten', 'grst', 'na399', 'FriederikeHanssen', 'marchoeppner', 'TrisKast', 'jburos', 'huhehaotecrystal', 'KevinMenden', 'BABS-STP1', 'd4straub', 'chuan-wang', 'robsyme', 'pditommaso', 'jgolob', 'davepallot', 'olgabot', 'ggabernet', 'alneberg', 'arontommi', 'drpatelh', 'caspargross']",9,"['nf-lcWGS-mapping-and-imputation', 'emucat_workflows', 'nf-core-conva', 'maliampi', 'magph', 'Nextflow', 'cageseq', 'scRNAseq_pipelines', 'HybridAssembly']"
28,28,34,['FastQC'],11,"['nf-core', 'sickle-in-africa', 'yqshao', 'ABMicroBioinf', 'xiaoli-dong', 'chelauk', 'espirado', 'espelpz', 'ATpoint', 'xmuyulab', 'ralsallaq']",49,"['maxulysse', 'nf-core-bot', 'xiaoli-dong', 'Gwennid', 'evanfloden', 'charles-plessy', 'ramprasadn', 'ljmesi', 'sc13-bioinf', 'rannick', 'ashildv', 'alexhbnr', 'ATpoint', 'skrakau', 'scarlhoff', 'pcantalupo', 'malinlarsson', 'TCLamnidis', 'lconde-ucl', 'jfy133', 'apeltzer', 'maxibor', 'ZandraFagernas', 'lmyiing', 'aidaanva', 'szilvajuhos', 'chelauk', 'jemten', 'ewels', 'phue', 'FriederikeHanssen', 'lescai', 'alexandregilardet', 'adrlar', 'yqshao', 'KevinMenden', 'huhehaotecrystal', 'jfnavarro', 'IdoBar', 'olgabot', 'ggabernet', 'espirado', 'projectoriented', 'alneberg', 'davidmasp', 'arontommi', 'drpatelh', 'ralsallaq', 'jackmo375']",13,"['rnaseq_preprocess', 'metaGx_nf', 'pathogen', 'atac_chip_preprocess', 'taranispip', 'raredisease', 'eager', 'lncrna_annotation_nextflow', 'sc_preprocess', 'nf-core-partial-umi', 'scRNAseq_pipelines', 'saw.sarek', 'tips']"
34,34,13,['GATK'],7,"['nf-core', 'sickle-in-africa', 'esrice', 'ABMicroBioinf', 'xiaoli-dong', 'zamanianlab', 'yqshao']",47,"['maxulysse', 'nf-core-bot', 'xiaoli-dong', 'Gwennid', 'evanfloden', 'charles-plessy', 'ramprasadn', 'mzamanian', 'ljmesi', 'sc13-bioinf', 'rannick', 'esrice', 'ashildv', 'alexhbnr', 'skrakau', 'scarlhoff', 'pcantalupo', 'malinlarsson', 'TCLamnidis', 'lconde-ucl', 'jfy133', 'apeltzer', 'maxibor', 'ZandraFagernas', 'aidaanva', 'szilvajuhos', 'jemten', 'ewels', 'chelauk', 'phue', 'FriederikeHanssen', 'lescai', 'alexandregilardet', 'adrlar', 'yqshao', 'KevinMenden', 'chenthorn', 'jfnavarro', 'IdoBar', 'olgabot', 'ggabernet', 'projectoriented', 'alneberg', 'davidmasp', 'arontommi', 'drpatelh', 'jackmo375']",7,"['pathogen', 'Core_RNAseq-nf', 'workflows', 'raredisease', 'eager', 'saw.sarek', 'tips']"
37,37,10,"['Minimap2', 'SAMtools', 'SAMtools', 'SAMtools']",9,"['nf-core', 'esrice', 'ABMicroBioinf', 'xmuyulab', 'scilus', 'zamanianlab', 'MGordon09', 'bactopia', 'caspargross']",36,"['StongeEtienne', 'maxulysse', 'Mxrcon', 'nf-core-bot', 'fmaguire', 'xiaoli-dong', 'evanfloden', 'charles-plessy', 'mzamanian', 'Accio', 'sc13-bioinf', 'jchoude', 'esrice', 'ashildv', 'alexhbnr', 'scarlhoff', 'MGordon09', 'TCLamnidis', 'jfy133', 'TGotwig', 'maxibor', 'ZandraFagernas', 'lmyiing', 'aidaanva', 'ewels', 'phue', 'alexandregilardet', 'rpetit3', 'chenthorn', 'huhehaotecrystal', 'IdoBar', 'olgabot', 'ggabernet', 'apeltzer', 'drpatelh', 'caspargross']",10,"['plasmIDent', 'pathogen', 'Core_RNAseq-nf', 'nf-core-denovohybrid', 'workflows', 'eager', 'tractoflow-pve', 'scRNAseq_pipelines', 'bactopia', 'nf-core-buggybarcodes']"
63,63,10,['GATK'],7,"['nf-core', 'lobleya', 'czbiohub', 'peterk87', 'AgBC-UoP', 'clairecoleman1', 'cgpu']",25,"['maxulysse', 'nf-core-bot', 'peterk87', 'jtangrot', 'colindaven', 'PhilPalmer', 'emnilsson', 'mashehu', 'shyaman', 'clairecoleman1', 'ewels', 'drewjbeh', 'asafpr', 'KevinMenden', 'lobleya', 'jinmingda', 'd4straub', 'cgpu', 'olgabot', 'ggabernet', 'alneberg', 'apeltzer', 'drpatelh', 'DiegoBrambilla', 'erikrikarddaniel']",8,"['ampliseq', 'nf-ionampliseq', 'clipseq1', 'nf-simulaternaseq', 'GATK4_WGS', 'seq-contamination-QC-nf', 'PGP-UK-sarek', 'atacseq']"
264,264,67,['Salmon'],56,"['nf-core', 'cometsong', 'tamara-hodgetts', 'eQTL-Catalogue', 'vibbits', 'zamanianlab', 'junyu-boston', 'hoelzer', 'noamteyssier', 'mbosio85', 'wbazant', 'bioatlas', 'DaneVass', 'jvierstra', 'esrice', 'gates-mri-bioinformatics', 'bigbio', 'oisinmccaffrey', 'NorwegianVeterinaryInstitute', 'bcgsc', 'GMS6804-master', 'ralsallaq', 'nibscbioinformatics', 'lengfei5', 'MGordon09', 'Monia234', 'jtmccr1', 'SimonDMurray', 'czbiohub', 'tdelhomme', 'GFrosi', 'gongyh', 'BrianLohman', 'abhi18av', 'maxibor', 'FredHutch', 'chelauk', 'luslab', 'grst', 'stjacqrm', 'MDegener', 'markgene', 'ksumngs', 'pblaney', 'BrianReevz', 'elyadlezmi', 'stevekm', 'h3abionet', 'BarryDigby', 'brentp', 'leipzig', 'sarseq', 'nilesh-tawari', 'marcodelapierre', 'caspargross', 'IARCbioinfo']",137,"['husensofteng', 'rsuchecki', 'cometsong', 'nf-core-bot', 'sven1103', 'saramonzon', 'Galithil', 'mzamanian', 'valleem', 'amchakra', 'kviljoen', 'ktrns', 'esrice', 'aanil', 'sureshhewabi', 'kaitlinchaung', 'mamanambiya', 'BrianLohman', 'dlemas', 'chelauk', 'jemten', 'na399', 'markgene', 'FriederikeHanssen', 'KevinMenden', 'kcleal', 'robsyme', 'pblaney', 'BrianReevz', 'stevekm', 'erikrikarddaniel', 'ImaneLboukili', 'BarryDigby', 'alneberg', 'leipzig', 'apeltzer', 'stevin-wilson', 'DiegoBrambilla', 'marc-jones', 'tamara-hodgetts', 'jgriss', 'Rotholandus', 'ralf-tambets', 'hoelzer', 'jordwil', 'colindaven', 'orionzhou', 'lengfei5', 'amayer21', 'jtmccr1', 'tdelhomme', 'drejom', 'samlhao', 'GFrosi', 'gongyh', 'silviamorins', 'vezzi', 'ewels', 'grst', 'jcurado-flomics', 'kerimoff', 'marchoeppner', 'jburos', 'RichardCorbett', 'chenthorn', 'pditommaso', 'kauralasoo', 'olgabot', 'marcodelapierre', 'caspargross', 'aurelieGabriel', 'chris-cheshire', 'rfenouil', 'maxulysse', 'liameabbott', 'tmuylder', 'ameintjes', 'vsoch', 'mbosio85', 'wbazant', 'mvanins', 'oisinmccaffrey', 'pcantalupo', 'mashehu', 'SimonDMurray', 'lpantano', 'senthil10', 'nalcala', 'ypriverol', 'CharlotteAnne', 'JoseEspinosa', 'BABS-STP1', 'antunderwood', 'd4straub', 'elyadlezmi', 'brentp', 'mfoll', 'MillironX', 'v-clarissa', 'pranathivemuri', 'veeravalli', 'paulklemm', 'matrulda', 'noamteyssier', 'MiguelJulia', 'sofiahaglund', 'Hammarn', 'DaneVass', 'jvierstra', 'jun-wan', 'mwalzer', 'Lipinski-B', 'skrakau', 'zxl124', 'MGordon09', 'svarona', 'heuermh', 'Thomieh73', 'tiagochst', 'abhi18av', 'maxibor', 'ErikaKvalem', 'ppericard', 'stjacqrm', 'alexthiery', 'MDegener', 'lescai', 'chuan-wang', 'charlotte-west', 'mzager', 'ggabernet', 'arontommi', 'drpatelh', 'sarseq', 'winni2k', 'ralsallaq', 'nilesh-tawari-elanco']",63,"['plasmIDent', 'humann-nf', 'nf-core-scgs', 'nextflow_grid_search', 'reference-database', 'cutnrun', 'ampliflow', 'modules', 'star-rsem-scrnaseq-nf', 'nf-sicilian', 'ngs_variant_calling', 'bd_rhapsody_velocyto', 'nextflow_pipelines', 'nf-genotyping', 'nf-tracer', 'ATAC_Seq_nxf', 'metaGx_nf', 'fastqc-nf', 'Imputation-nf', 'rare-disease-wf', 'viralrecon', 'illumina-nf', 'genimpute', 'nf-extractcoding', 'mgp1000', 'blast-pipeline', 'Talos', 'nf_visium_kallisto', 'chipseq-nextflow', 'bft-nf', 'CORALE', 'nf-core-umi_preprocessing', 'nf-core-buggybarcodes', 'berrywood', 'RNA2CM', 'Nextflow-BEDtoBAM-IndexBAM', 'chipimputation_evaluate_chips', 'Core_RNAseq-nf', 'workflows', 'nf-workflows', 'nf-core-gatkcohortcall', 'm6a', 'clipseq.nextflow', 'DNA-pipeline', 'circ', 'rnatoy', 'splicemotifs', 'vcf_ancestry-nf', 'TMBur', 'BARtab', 'nf-core-modules', 'nf-modules', 'GoogleCloudLifeSciSeq', 'sarseq2', 'RNAseq-pipeline', 'nextflow-pipeline-demo', 'nf-core-platypus', 'sc2-ngs-analysis', 'NEMO', 'gatk4-GenotypeGVCFs-IARC', 'dvc-pipelines', 'dicerna-rnaseq', 'nf-atac-seq']"
265,265,50,['Salmon'],43,"['nf-core', 'cometsong', 'evanfloden', 'noelnamai', 'vibbits', 'zamanianlab', 'junyu-boston', 'epi2me-labs', 'brucemoran', 'noamteyssier', 'mbosio85', 'bioatlas', 'DaneVass', 'esrice', 'gates-mri-bioinformatics', 'bigbio', 'oisinmccaffrey', 'alexpiper', 'NorwegianVeterinaryInstitute', 'bcgsc', 'GMS6804-master', 'nibscbioinformatics', 'lengfei5', 'CAMI-challenge', 'MDU-PHL', 'jtmccr1', 'czbiohub', 'tdelhomme', 'maxibor', 'FredHutch', 'chelauk', 'GTK-lab', 'MDegener', 'lwratten', 'markgene', 'pblaney', 'BrianReevz', 'MozesBlom', 'FAANG', 'BarryDigby', 'brentp', 'ralsallaq', 'IARCbioinfo']",223,"['husensofteng', 'batson', 'rsuchecki', 'Mxrcon', 'nf-core-bot', 'sven1103', 'cometsong', 'cguyomar', 'danrlu', 'saramonzon', 'noelnamai', 'Galithil', 'mzamanian', 'kviljoen', 'ktrns', 'esrice', 'aanil', 'gtuckerkellogg', 'pallolason', 'sureshhewabi', 'kaitlinchaung', 'Midnighter', 'kevbrick', 'yuukiiwa', 'malinlarsson', 'njspix', 'sofstam', 'nebfield', 'J35P312', 'chelauk', 'jemten', 'sdjebali', 'na399', 'FriederikeHanssen', 'markgene', 'drewjbeh', 'KevinMenden', 'kcleal', 'yocra3', 'Sebastian-D', 'robsyme', 'pblaney', 'BrianReevz', 'stevekm', 'i-pletenev', 'andersgs', 'thanhleviet', 'ImaneLboukili', 'jackkamm', 'santiagorevale', 'BarryDigby', 'alneberg', 'apeltzer', 'kmurat1', 'stevin-wilson', 'abremges', 'lskatz', 'DiegoBrambilla', 'Erkison', 'sarahjeeeze', 'tamara-hodgetts', 'jgriss', 'charles-plessy', 'Darcy220606', 'evanfloden', 'Rotholandus', 'jordwil', 'rannick', 'marcelm', 'colindaven', 'alexpiper', 'waffle-iron', 'oschwengers', 'orionzhou', 'lengfei5', 'jongtaek-kim', 'Jeremy1805', 'amayer21', 'jtmccr1', 'AntoniaSchuster', 'avantonder', 'klkeys', 'tdelhomme', 'drejom', 'samlhao', 'fmalmeida', 'suzannejin', 'riederd', 'silviamorins', 'sysbiocoder', 'vezzi', 'ewels', 'grst', 'fullama', 'jcurado-flomics', 'alexandregilardet', 'tamuanand', 'SPPearce', 'marchoeppner', 'george-hall-ucl', 'jburos', 'RichardCorbett', 'chenthorn', 'jinmingda', 'jianhong', 'pditommaso', 'drpowell', 'olgabot', 'hseabolt', 'SusiJo', 'mjakobs', 'aurelieGabriel', 'lassefolkersen', 'chris-cheshire', 'rfenouil', 'FloWuenne', 'maxulysse', 'Mark-S-Hill', 'liameabbott', 'tmuylder', 'ajodeh-juma', 'kaurravneet4123', 'sruthipsuresh', 'ljmesi', 'neevor', 'mbosio85', 'mvanins', 'oisinmccaffrey', 'subwaystation', 'sguizard', 'louperelo', 'c-mertes', 'cjw85', 'pcantalupo', 'mashehu', 'jfy133', 'lpantano', 'candiceh08', 'peterwharrison', 'senthil10', 'spficklin', 'nalcala', 'ypriverol', 'Emiller88', 'rpetit3', 'JoseEspinosa', 'BABS-STP1', 'antunderwood', 'd4straub', 'Danilo2771', 'projectoriented', 'brentp', 'mfoll', 'bunop', 'mjcipriano', 'fbdtemme', 'sateeshperi', 'MillironX', 'pranathivemuri', 'muffato', 'snafees', 'Gwennid', 'veeravalli', 'piotr-faba-ardigen', 'ramprasadn', 'ntoda03', 'paulklemm', 'matrulda', 'SpikyClip', 'noamteyssier', 'brucemoran', 'jtk622', 'MiguelJulia', 'Hammarn', 'ning-y', 'sofiahaglund', 'DaneVass', 'sidorov-si', 'adomingues', 'kojix2', 'GCJMackenzie', 'jun-wan', 'mwalzer', 'skrakau', 'zxl124', 'Lipinski-B', 'nickhsmith', 'MGordon09', 'svarona', 'emnilsson', 'heuermh', 'Thomieh73', 'mahesh-panchal', 'tiagochst', 'aleksandrabliznina', 'abhi18av', 'maxibor', 'ppericard', 'ErikaKvalem', 'szilvajuhos', 'pericsson', 'phue', 'MDegener', 'lescai', 'annacprice', 'lwratten', 'RHReynolds', 'praveenraj2018', 'bjohnnyd', 'chuan-wang', 'chbk', 'FelixKrueger', 'jfnavarro', 'mzager', 'MozesBlom', 'BatoolMM', 'ggabernet', 'sima-r', 'arontommi', 'drpatelh', 'winni2k', 'ralsallaq', 'erikrikarddaniel']",50,"['analysis-TAGADA', 'nf-unsplicedcds', 'reference-database', 'CAMITAX', 'ampliflow', 'modules', 'cutnrun', 'nf-sicilian', 'ngs_variant_calling', 'nf-core-bagobugs', 'kraken-nf', 'nextflow_pipelines', 'ATAC_Seq_nxf', 'metaGx_nf', 'fastqc-nf', 'Imputation-nf', 'rare-disease-wf', 'viralrecon', 'mgp1000', 'Talos', 'kovid-trees-nf', 'nextflow-awsbatch', 'piperline', 'chipseq-nextflow', 'bft-nf', 'nf-core-umi_preprocessing', 'differential-expression-analysis', 'DNAseq_references', 'Core_RNAseq-nf', 'chipseq', 'workflows', 'nf-workflows', 'nanorna-bam', 'nf-module-demo', 'atacseq_nf', 'clipseq.nextflow', 'circ', 'rnaseq', 'splicemotifs', 'vcf_ancestry-nf', 'nf-polish', 'wf-transcript-target', 'sc2-illumina-pipeline', 'BARtab', 'TMBur', 'Sarek', 'GoogleCloudLifeSciSeq', 'RNAseq-pipeline', 'dvc-pipelines', 'dicerna-rnaseq']"
266,266,38,['FastQC'],33,"['nf-core', 'cometsong', 'Genomic-Medicine-Linkoping', 'trev-f', 'ObenaufLab', 'evanfloden', 'telatin', 'noelnamai', 'vibbits', 'junyu-boston', 'epi2me-labs', 'noamteyssier', 'mbosio85', 'bioatlas', 'bigbio', 'oisinmccaffrey', 'ablab', 'GMS6804-master', 'nibscbioinformatics', 'lengfei5', 'CAMI-challenge', 'czbiohub', 'maxibor', 'FredHutch', 'chelauk', 'MDegener', 'lwratten', 'pblaney', 'BrianReevz', 'MozesBlom', 'BarryDigby', 'becavin-lab', 'IARCbioinfo']",120,"['husensofteng', 'rsuchecki', 'cometsong', 'nf-core-bot', 'sven1103', 'saramonzon', 'noelnamai', 'Galithil', 'valleem', 'kviljoen', 'ktrns', 'aanil', 'pallolason', 'sureshhewabi', 'malinlarsson', 'J35P312', 'chelauk', 'jemten', 'na399', 'FriederikeHanssen', 'drewjbeh', 'KevinMenden', 'Sebastian-D', 'robsyme', 'pblaney', 'BrianReevz', 'stevekm', 'BarryDigby', 'alneberg', 'apeltzer', 'abremges', 'stevin-wilson', 'DiegoBrambilla', 'sarahjeeeze', 'trev-f', 'jgriss', 'evanfloden', 'jordwil', 'marcelm', 'colindaven', 'waffle-iron', 'dshafranskaya', 'orionzhou', 'lengfei5', 'jongtaek-kim', 'amayer21', 'drejom', 'samlhao', 'silviamorins', 'vezzi', 'ewels', 'grst', 'jcurado-flomics', 'adrlar', 'marchoeppner', 'jburos', 'jinmingda', 'pditommaso', 'olgabot', 'davidmasp', 'aurelieGabriel', 'rfenouil', 'maxulysse', 'tmuylder', 'telatin', 'mbosio85', 'mvanins', 'oisinmccaffrey', 'cjw85', 'pcantalupo', 'mashehu', 'jfy133', 'lpantano', 'vmikk', 'senthil10', 'ypriverol', 'asl', 'JoseEspinosa', 'BABS-STP1', 'antunderwood', 'd4straub', 'drbecavin', 'mfoll', 'pranathivemuri', 'veeravalli', 'paulklemm', 'matrulda', 't-f-freeman', 'noamteyssier', 'jtk622', 'MiguelJulia', 'Hammarn', 'sofiahaglund', 'jun-wan', 'mwalzer', 'skrakau', 'alexhbnr', 'Lipinski-B', 'zxl124', 'MGordon09', 'svarona', 'heuermh', 'lconde-ucl', 'maxibor', 'ErikaKvalem', 'ppericard', 'szilvajuhos', 'abhi18av', 'MDegener', 'lescai', 'lwratten', 'leiendeckerlu', 'chuan-wang', 'jfnavarro', 'mzager', 'MozesBlom', 'ggabernet', 'arontommi', 'drpatelh', 'erikrikarddaniel']",36,"['nextflow-example', 'CAMITAX', 'ampliflow', 'gatk4-DataPreProcessing-nf', 'ngs_variant_calling', 'nextflow_pipelines', 'ATAC_Seq_nxf', 'Imputation-nf', 'viralrecon', 'mgp1000', 'chipseq-nextflow', 'nf-core-umi_preprocessing', 'nf-core-buggybarcodes', 'differential-expression-analysis', 'nf-core-sarek', 'nf-workflows', 'nf-rnaseq', 'nf-module-demo', 'transXpress-nf', 'graphamr', 'atacseq_nf', 'clipseq.nextflow', 'nanorna', 'circ', 'splicemotifs', 'nf-polish', 'wf-transcript-target', 'Sarek', 'sv-calling-nf', 'GoogleCloudLifeSciSeq', 'RNAseq-pipeline', 'sc2-ngs-analysis', 'SRAlign', 'madman', 'dvc-pipelines', 'dicerna-rnaseq']"
287,287,8,['Augur'],8,"['nf-core', 'sickle-in-africa', 'trev-f', 'chelauk', 'matt-sd-watson', 'quinlan-lab', 'Biocentric', 'connor-lab']",44,"['maxulysse', 'dfornika', 'nf-core-bot', 'arontommi', 'trev-f', 'mgcam', 'evanfloden', 'Biocentric', 't-f-freeman', 'kjsanger', 'sb10', 'mikek498', 'm-bull', 'dkj', 'sb43', 'skrakau', 'embatty', 'ac55-sanger', 'malinlarsson', 'pcantalupo', 'nodrogluap', 'mashehu', 'lconde-ucl', 'szilvajuhos', 'chelauk', 'ewels', 'FriederikeHanssen', 'lescai', 'drewjbeh', 'adrlar', 'brwnj', 'jinmingda', 'pditommaso', 'jfnavarro', 'thanhleviet', 'FredDodd6', 'olgabot', 'ggabernet', 'matt-sd-watson', 'alneberg', 'davidmasp', 'apeltzer', 'drpatelh', 'jackmo375']",8,"['ncov2019-artic-nf', 'rnaseq_debug', 'preon', 'nextflow_for_nextstrain', 'SRAlign', 'saw.sarek', 'atacseq', 'nf-core-umi_preprocessing']"
288,288,16,['FastQC'],12,"['nf-core', 'czbiohub', 'canceromics', 'clemensma', 'trev-f', 'cgpu', 'telatin', 'loipf', 'matt-sd-watson', 'chelauk', 'Biocentric', 'connor-lab']",49,"['maxulysse', 'dfornika', 'nf-core-bot', 'pranathivemuri', 'trev-f', 'snafees', 'mgcam', 'loipf', 'telatin', 'evanfloden', 'Biocentric', 't-f-freeman', 'likelet', 'jtangrot', 'kjsanger', 'sb10', 'clemensma', 'colindaven', 'mikek498', 'PhilPalmer', 'm-bull', 'dkj', 'sb43', 'juneb4869', 'embatty', 'ac55-sanger', 'emnilsson', 'nodrogluap', 'mashehu', 'canceromics', 'vmikk', 'ewels', 'chelauk', 'drewjbeh', 'KevinMenden', 'asafpr', 'jinmingda', 'd4straub', 'pditommaso', 'thanhleviet', 'FredDodd6', 'cgpu', 'ggabernet', 'matt-sd-watson', 'alneberg', 'apeltzer', 'drpatelh', 'DiegoBrambilla', 'erikrikarddaniel']",14,"['DNAseq-pipeline', 'symbiontDivider', 'SRAtac', 'nextflow-example', 'MeRIPseqPipe', 'ampliseq', 'ncov2019-artic-nf', 'nf-unsplicedcds', 'rnaseq_debug', 'nextflow_for_nextstrain', 'SRAlign', 'PGP-UK-sarek', 'atacseq', 'nf-core-umi_preprocessing']"
