,list_contrib,list_own,list_wf,nb_contrib,nb_own,nb_reuse,nb_wf,tools
318,"{'kamimrcht', 'Malfoy', 'Piezoid', 'yoann-dufresne', 'smithowenk', 'mikael-s', 'chrishah'}","{'straightlab', 'Malfoy', 'chrishah'}","{'straightlab/xenla-cen-dna-paper/2', 'straightlab/xenla-cen-dna-paper/1', 'Malfoy/KFC/1', 'chrishah/prepro/2'}",7.0,3.0,4.0,4.0,['KMC']
319,"{'sorenwacker', 'tatumdmortimer'}",{'gradlab'},{'gradlab/lsarp_gwas/1'},2.0,1.0,1.0,1.0,['pyseer']
320,"{'LucoLab', 'fburic', 'franciscozorrilla', 'hnawar', 'elimoss', 'mw55309', 'liutiming', 'fcarelli', 'mberacochea', '0mician', 'loire', 'sskashaf'}","{'LucoLab', 'franciscozorrilla', 'LoGT-KULeuven', 'elimoss', 'Finn-Lab', 'liutiming', 'fcarelli', 'mw55309', 'WatsonLab', 'loire'}","{'franciscozorrilla/metaGEM/2', 'mw55309/MAGCloudCosts/8', 'loire/snakevirome/1', 'fcarelli/glre/29', 'elimoss/metagenomics_workflows/3', 'fcarelli/glre/30', 'mw55309/MAGCloudCosts/14', 'fcarelli/glre/11', 'franciscozorrilla/metaGEM/1', 'LoGT-KULeuven/y2h_Bam35-Bt_analysis/1', 'mw55309/MAGCloudCosts/10', 'WatsonLab/GoogleMAGs/6', 'franciscozorrilla/metaGEM/3', 'fcarelli/glre/12', 'LoGT-KULeuven/y2h_Bam35-Bt_analysis/2', 'LucoLab/ChIPSeQ/1', 'fcarelli/glre/44', 'liutiming/snakemake-workshop-files/2', 'WatsonLab/GoogleMAGs/2', 'mw55309/MAGCloudCosts/4', 'Finn-Lab/MAG_Snakemake_wf/8'}",12.0,10.0,21.0,21.0,"['BWA', 'SAMtools', 'SAMtools', 'SAMtools', 'SAMtools']"
321,{'vodkatad'},{'vodkatad'},"{'vodkatad/snakegatk/11', 'vodkatad/WXS_SNV/14', 'vodkatad/WXS_SNV/16'}",1.0,1.0,3.0,3.0,"['BCFtools', 'BEDTools', 'BEDTools', 'BEDTools']"
322,{'StephenRicher'},{'StephenRicher'},{'StephenRicher/HiCFlow/1'},1.0,1.0,1.0,1.0,['SAMBLASTER']
323,"{'amedina-liigh', 'jvanheld', 'jaimicore', 'guillaumecharbonnier', 'arielgalindoalbarran'}","{'arielgalindoalbarran', 'jaimicore'}","{'arielgalindoalbarran/Epromoters/4', 'jaimicore/Epromoters/4'}",5.0,2.0,2.0,2.0,['RSAT oligo-analysis']
324,"{'niekh-13', 'sevance', 'elimoss', 'jribado', 'Tu6ka', 'cosnicolaou', 'CJREID', 'navajain', 'bsiranosian', 'MostafaYA', 'maxlcummins', 'idolawoye', 'bfremin', 'tamburinif', 'boasvdp'}","{'niekh-13', 'CJREID', 'MostafaYA', 'maxlcummins', 'idolawoye', 'liluacrobat', 'bhattlab', 'boasvdp'}","{'maxlcummins/pipelord/17', 'bhattlab/bhattlab_workflows/15', 'MostafaYA/snakeNullarbor/1', 'liluacrobat/Shotgun_inStrain/15', 'maxlcummins/pipelord/18', 'boasvdp/COMBAT/1', 'maxlcummins/pipelord/19', 'idolawoye/BAGEP/1', 'niekh-13/phylogenetic_workflows/2', 'CJREID/snplord/2', 'CJREID/snplord/1'}",15.0,8.0,12.0,11.0,['snippy']
325,"{'edm1', 'Jeremy37', 'ktsirigos', 'elipapa'}",{'opentargets'},{'opentargets/genetics-v2g-data/5'},4.0,1.0,1.0,1.0,['QueryOr']
326,"{'flying-sheep', 'Tina04021997', 'rbonneville', 'Tjitskedv', 'BrandonJRomano', 'davidries84', 'jacksoneyres', 'glchn', 'alexpcheng', 'cgates', 'zhuchcn', 'jessicalumian', 'desireetillo', 'elimoss', 'anoyaro84', 'andreashoek', 'nandankita', 'tamburinif', 'akirosingh', 'wdeleeuw', 'deto', 'ashwini06', 'sorjuela', 'johnne', 'NielInfante', 'HanqingZhao97', 'jonathho', 'a-lud', 'hellosoni', 'alexzaccaron', 'penglbio', 'Redmar-van-den-Berg', 'bfremin', 'alexhbnr', 'Tu6ka', 'jribado', 'khembach', 'vaquerizaslab', 'Juliepvr', 'DivyaGSun', 'sailalithabollepalli', 'yuxuth', 'emdann', 'emorice', 'bsennblad', 'ecalfee', 'gartician', 'chrishah', 'boseHere', 'sztankatt', 'mmchaouchi', 'MalbertRogers', 'bettybliu', 'dilworthlab', 'EPLeyne', 'andnischneider', 'csoneson', 'bsiranosian', 'inodb', 'arushiv', 'yyolanda', 'danlooo', 'ACSoupir', 'crazyhottommy', 'barbarabarbosa', 'seb-mueller', 'pawel125', 'daisyhan97', 'agata-sm', 'markrobinsonuzh', 'porchard', 'LLansing', 'ropolomx', 'sfrenk', 'laseaman', 'gavinband', 'meganamsu', 'MaleloAS', 'mniederhuber', 'XianXin0418', '0mician', 'russHyde', 'liz-is', 'daoud-sie', 'baigal628', 'MaybeJustJames', 'mworkentine', 'sidiropoulos', 'alimadani', 'Kurtj-hub', 'fionarhuang', 'dijashis', 'liulab-dfci', 'tkanholm', 'kkchau', 'peter-yufan-zeng', 'Jyyin333', 'boasvdp', 'hjzhou988', 'hbandukw', 'mgalland', 'KL-Bloomer', 'caipine', 'arunbodd', 'jimmybgammyknee', 'sebpott', 'cgendreau', 'ia327', 'marlonberg', 'tanaes', 'dwheelerau', 'twsaari', 'tmuylder', 'groodri', 'aschuerch', 'adadiehl', 'carissableker', 'Ducklegs17', 'paulimer', 'mmendeville', 'mberacochea', 'cosnicolaou', 'vodkatad', 'anilthanki', 'maxlcummins', 'colinshew', 'jrhawley', 'cesaake', 'fennerm', 'cjsifuen', 'davemcg', 'fabiopuddu', 'wsteenhu', 'abdeljalil-senhaji', 'tjbencomo', 'AlecJacobsen', 'rhpvorderman', 'github-classroom[bot]', 'benpkeith', 'navajain', 'cErikson', 'dcsoto', 'tyhsu389', 'sskashaf', 'Shmuppel', 'aya49', 'xiaoyan-xu', 'sevance', 'biorosetics', 'leahkemp', 'mdjaffardjy', 'miramastoras', 'snystrom', 'sndrtj', 'okartal', 'dfloresDIL', 'relorbany'}","{'Tina04021997', 'tgac-vumc', 'lfdelzam', 'davidries84', 'BrandonJRomano', 'alexpcheng', 'zhuchcn', 'desireetillo', 'jessicalumian', 'vibbits', 'andreashoek', 'BeeCSI-Microbiome', 'UofABioinformaticsHub', 'akirosingh', 'deto', 'ashwini06', 'NielInfante', 'hellosoni', 'alexzaccaron', 'penglbio', 'bhattlab', 'alexhbnr', 'vaquerizaslab', 'Juliepvr', 'sailalithabollepalli', 'yuxuth', 'emdann', 'emorice', 'ecalfee', 'chrishah', 'boseHere', 'sztankatt', 'mmchaouchi', 'LUMC', 'bettybliu', 'dilworthlab', 'EPLeyne', 'andnischneider', 'csoneson', 'inodb', 'AAFC-BICoE', 'arushiv', 'bioxfu', 'yyolanda', 'Finn-Lab', 'ACSoupir', 'crazyhottommy', 'seb-mueller', 'pawel125', 'agata-sm', 'porchard', 'sfrenk', 'laseaman', 'MaleloAS', 'XianXin0418', 'sidiropoulos', 'TGAC', 'OSU-SRLab', 'maxsonBraunLab', 'mydennislab', 'dijashis', 'liulab-dfci', 'tkanholm', 'kkchau', 'theislab', 'peter-yufan-zeng', 'Jyyin333', 'UvA-MAD', 'boasvdp', 'longread-well', 'mgalland', 'KL-Bloomer', 'BF528', 'caipine', 'liluacrobat', 'arunbodd', 'bioinformatics-leibniz-hki', 'tanaes', 'sebpott', 'marlonberg', 'dwheelerau', 'aschuerch', 'mgildea87', 'Ducklegs17', 'LupienLab', 'paulimer', 'vodkatad', 'maxlcummins', 'ucvm', 'fennerm', 'WeiSong-bio', 'cjsifuen', 'davemcg', 'fabiopuddu', 'wsteenhu', 'katrinleinweber', 'abdeljalil-senhaji', 'tjbencomo', 'benpkeith', 'tyhsu389', 'NBISweden', 'cErikson', 'umich-iwase-lab', 'Shmuppel', 'aya49', 'Boyle-Lab', 'xiaoyan-xu', 'LoGT-KULeuven', 'biorosetics', 'leahkemp', 'mdjaffardjy', 'snystrom', 'okartal', 'dfloresDIL', 'relorbany'}","{'bioxfu/iCLIP/2', 'bioxfu/ChIP-Seq/2', 'ecalfee/hilo/6', 'bettybliu/snakeATAC-singularity/1', 'deto/Snakemake_Tutorial/1', 'sebpott/dropseq_pipeline/1', 'longread-well/shortread-pipeline/5', 'BeeCSI-Microbiome/taxonomic_profiling_pipeline/1', 'pawel125/RNAseq_hpc_workflow/1', 'emorice/RNASeq_example/2', 'BF528/project-3-lava-lamp/1', 'dfloresDIL/MEGA/4', 'alexpcheng/bisulfite_cfDNA/1', 'dijashis/TP_WORKFLOW_SNAKEMAKE/1', 'KL-Bloomer/mres-malaria-gene-expression/1', 'ACSoupir/SnakeMake/1', 'alexzaccaron/2021_enec_mt/3', 'tgac-vumc/QDNAseq.snakemake/1', 'OSU-SRLab/SCLC-autopsy-genomics/1', 'bioxfu/RNA-Seq/3', 'Finn-Lab/MAG_Snakemake_wf/9', 'boseHere/sRNA_snakemake_workflow/1', 'tanaes/snakemake_kneaddata/1', 'agata-sm/5433_read_processing_pipelines/1', 'EPLeyne/sm_test/1', 'WeiSong-bio/PocketChangeJ-pyflow-ChIPseq/1', 'andreashoek/wasp/1', 'vaquerizaslab/Ing-Simmons_et_al_dorsoventral_3D_genome/4', 'cjsifuen/Basic-Bulk-RNA-seq-Workflow/1', 'relorbany/Exp1_prelim_analysis/1', 'fennerm/megadaph/1', 'boasvdp/COMBAT/2', 'mgildea87/RNAseq_PE/1', 'arushiv/islet_cage/2', 'benpkeith/Furey-Lab-RNA-seq/2', 'mdjaffardjy/reprohackaton_2021/2', 'arunbodd/MultiQC_WES/1', 'sebpott/dropseq_pipeline/2', 'cErikson/GeneLab_DADA2_snakemake_Pipeline/1', 'sztankatt/brandeis-secondment/1', 'UvA-MAD/NGS-pipelines/5', 'agata-sm/piRNA-seq_pipeline/1', 'ashwini06/chipseq_pipeline/2', 'yuxuth/snake_hisat_cutadapt/1', 'dfloresDIL/MEGA/3', 'xiaoyan-xu/snakemakefile/1', 'tanaes/snakemake_shotqual/1', 'snystrom/cutNrun-pipeline/1', 'peter-yufan-zeng/AN_WGS_script/1', 'seb-mueller/snakemake-bisulfite/1', 'BrandonJRomano/initialRNAseq_snakemake/1', 'leahkemp/testing_seattleflu_assembly/3', 'sailalithabollepalli/ChIPSeqAnalysis/1', 'ucvm/vmmp/1', 'NielInfante/Pipeline_control/1', 'liulab-dfci/CHIPS/12', 'vibbits/example-bioinformatics-project/1', 'chrishah/prepro/2', 'LoGT-KULeuven/y2h_Bam35-Bt_analysis/1', 'caipine/Snakemake-CHIPseq/2', 'dfloresDIL/MEGA/2', 'inodb/2014-09-haspeborg-moose-project/2', 'zhuchcn/exceRNApipeline/1', 'Boyle-Lab/short-read-seq_snakemake/1', 'Tina04021997/How-to-RNAseq/1', 'aschuerch/bactofidia/1', 'maxsonBraunLab/hint-atac-old/1', 'LupienLab/pipeline-chromatin-accessibility/5', 'Shmuppel/diagnostic-genome-analysis/16', 'mydennislab/snake-chipseq/2', 'penglbio/RNA_Seq/3', 'vodkatad/WXS_SNV/11', 'penglbio/RNA_Seq/2', 'Juliepvr/snakemake_metagenomic/1', 'longread-well/shortread-pipeline/3', 'Jyyin333/CLAPS-seq/1', 'vaquerizaslab/Ing-Simmons_et_al_dorsoventral_3D_genome/3', 'tjbencomo/bulk-rnaseq/1', 'katrinleinweber/omics_asthma/1', 'laseaman/odsc_snakemake_tutorial/1', 'lfdelzam/Automatic_transcriptome_analysis/1', 'fennerm/daphnia-mtdna-ma/1', 'wsteenhu/demux-snakemake/1', 'AAFC-BICoE/snakemake-partial-genome-pipeline/1', 'penglbio/RNA_Seq/1', 'davidries84/bismark_snakemake/2', 'yyolanda/snakemake_for_rnaseq/1', 'okartal/population_epigenetics/2', 'benpkeith/Furey-Lab-RNA-seq/1', 'akirosingh/BC1bulk-rnaseq/1', 'bioxfu/RNA-Seq/2', 'desireetillo/CTCF_CutAndRun21/1', 'emorice/RNASeq_example/1', 'penglbio/Trinity/1', 'bioxfu/iCLIP/1', 'vaquerizaslab/chess-2021/1', 'vaquerizaslab/Ing-Simmons_et_al_dorsoventral_3D_genome/2', 'umich-iwase-lab/Apricot/2', 'LupienLab/pipeline-bisulfite-sequencing/1', 'paulimer/RNA-seq-analysis-pipeline/2', 'XianXin0418/SWORD-pipeline/2', 'andnischneider/its_workflow/1', 'bioxfu/BS-Seq2/1', 'marlonberg/ChIP-Seq-Pipeline/1', 'mgildea87/CHROME_ChIPseq/1', 'sidiropoulos/TCGAsnake/1', 'bioxfu/ChIP-Seq/1', 'mmchaouchi/Cloud/1', 'davidries84/bismark_snakemake/1', 'TGAC/lncRNA-analysis/1', 'LUMC/hutspot/1', 'LoGT-KULeuven/y2h_Bam35-Bt_analysis/2', 'emdann/HexamerBias/1', 'dwheelerau/snakemake-vsearch-otutab/1', 'crazyhottommy/pyflow-ChIPseq/1', 'biorosetics/chipseq-snakemake/1', 'paulimer/RNA-seq-analysis-pipeline/1', 'aya49/omics_asthma/1', 'caipine/Snakemake-CHIPseq/1', 'XianXin0418/SWORD-pipeline/3', 'bhattlab/bhattlab_workflows/24', 'leahkemp/testing_seattleflu_assembly/4', 'leahkemp/testing_seattleflu_assembly/1', 'vodkatad/snakegatk/5', 'tkanholm/snakemake_pipelines/1', 'leahkemp/testing_seattleflu_assembly/2', 'mgildea87/RNAseq_PE_HISAT2_stringtie/1', 'NielInfante/RNAseq_snakemake/1', 'liluacrobat/Shotgun_inStrain/21', 'mgildea87/CUT-RUN/1', 'sailalithabollepalli/ChIPSeqAnalysis/2', 'Ducklegs17/tigersnakes/1', 'porchard/ATACseq-Snakemake/1', 'MaleloAS/Alice_MS/1', 'fabiopuddu/augur-fermentorum/3', 'vodkatad/snakegatk/4', 'mgalland/neurofjacobs/2', 'longread-well/shortread-pipeline/4', 'mgildea87/ChIPseq/1', 'dfloresDIL/MEGA/1', 'agata-sm/5433_read_processing_pipelines/2', 'tyhsu389/uphl_reference_free/1', 'csoneson/ARMOR/1', 'mgildea87/RNAseq_PE_HISAT2_stringtie_novel_transcripts/1', 'alexhbnr/ONTseq_QC/1', 'dilworthlab/CnT_pipeline_snakemake/1', 'NBISweden/LTS-A_Andersson_2010-MASCSEQ/1', 'hellosoni/finalproject/1', 'kkchau/RNAseq_Pipeline/4', 'jessicalumian/fryxell-phormidium/1', 'abdeljalil-senhaji/DNAMethBS_pipeline/1', 'vodkatad/WXS_SNV/9', 'UofABioinformaticsHub/RNAseq_snakemake/1', 'maxlcummins/pipelord/5', 'paulimer/RNA-seq-analysis-pipeline/3', 'XianXin0418/SWORD-pipeline/1', 'sidiropoulos/TCGAsnake/2', 'sebpott/dropseq_pipeline/3', 'deto/Snakemake_Tutorial/2', 'sfrenk/variant_calling_pipeline/1', 'bioinformatics-leibniz-hki/DAnIEL/9', 'theislab/bartseq-pipeline/1', 'vaquerizaslab/Ing-Simmons_et_al_dorsoventral_3D_genome/1', 'davemcg/NGS_genotype_calling/1', 'bioxfu/RNA-Seq/1', 'kkchau/RNAseq_Pipeline/5', 'Tina04021997/TCRsequencing/1'}",157.0,115.0,232.0,167.0,['FastQC']
327,"{'csoeder', 'd-henness', 'franciscozorrilla', 'alexhbnr', 'philippmuench', 'leboralli', 'jcmcnch', 'glchn', 'franskloet', 'fburic', 'mauerjh', 'tijsbliek', 'HeyLifeHD', 'Kurtj-hub', 'margaret-xiao', 'JihedC', 'idolawoye', 'jonathho', 'boasvdp', 'alexzaccaron', 'EulleSA', 'samnooij', 'mgalland', 'LLansing', 'ropolomx', 'jbloom'}","{'csoeder', 'alexzaccaron', 'd-henness', 'EulleSA', 'alexhbnr', 'franciscozorrilla', 'philippmuench', 'leboralli', 'samnooij', 'BeeCSI-Microbiome', 'HeyLifeHD', 'jcmcnch', 'jbloom', 'idolawoye', 'BleekerLab', 'boasvdp', 'mgildea87'}","{'mgildea87/CUT-RUN/1', 'BleekerLab/snakemake_rnaseq/1', 'BeeCSI-Microbiome/taxonomic_profiling_pipeline/1', 'idolawoye/BAGEP/1', 'alexhbnr/effect_aDNAdamage_denovoassembly/1', 'alexzaccaron/2021_enec_mt/4', 'EulleSA/Metagenomics_Analysis/1', 'mgildea87/ChIPseq/1', 'philippmuench/OligoMM-report-v2/1', 'csoeder/VolkanLab_BehaviorGenetics/2', 'mgildea87/RNAseq_PE_HISAT2_stringtie_novel_transcripts/1', 'BleekerLab/genotype_from_rnaseq/1', 'boasvdp/COMBAT/3', 'franciscozorrilla/metaGEM/1', 'HeyLifeHD/ScSnakeMeth/1', 'alexzaccaron/2021_enec_mt/3', 'mgildea87/CHROME_ChIPseq/1', 'jcmcnch/MGPrimerEval/3', 'franciscozorrilla/metaGEM/3', 'csoeder/VolkanLab_BehaviorGenetics/3', 'd-henness/deseq2_project/1', 'csoeder/VolkanLab_BehaviorGenetics/4', 'jbloom/SARS-CoV-2_PRJNA612766/1', 'leboralli/pipeline_ncrna/2', 'alexzaccaron/2021_enec_mt/5', 'csoeder/VolkanLab_BehaviorGenetics/1', 'mgildea87/RNAseq_PE/1', 'samnooij/FECBUD_reference-free_analysis/1', 'mgildea87/RNAseq_PE_HISAT2_stringtie/1'}",26.0,17.0,31.0,29.0,['fastPHASE']
328,"{'terrimporter', 'rmagoglia'}","{'terrimporter', 'TheFraserLab', 'Hajibabaei-Lab'}","{'Hajibabaei-Lab/SCVUC_COI_metabarcode_pipeline/2', 'terrimporter/SCVURL_rbcL_metabarcode_pipeline/1', 'TheFraserLab/Agoglia_HumanChimpanzee2020/1', 'terrimporter/SCVUIU_ITS_metabarcode_pipeline/1', 'terrimporter/SCVUR_16S_metabarcode_pipeline/1', 'Hajibabaei-Lab/SCVUC_COI_metabarcode_pipeline/1', 'terrimporter/SCVUS_18S_metabarcode_pipeline/1'}",2.0,3.0,7.0,7.0,['SeqPrep']
329,"{'abwolf', 'agata-sm', 'eggomez', 'troycomi', 'erwinerdem', 'thw17'}","{'agata-sm', 'erwinerdem', 'thw17', 'PrincetonUniversity'}","{'erwinerdem/STEAP/2', 'thw17/Sifaka_assembly/1', 'PrincetonUniversity/msprime_scripts/1', 'agata-sm/piRNA-seq_pipeline/1'}",6.0,4.0,7.0,4.0,['Bedops']
330,{'roshnipatel'},{'roshnipatel'},{'roshnipatel/LocalAncestry/1'},1.0,1.0,2.0,1.0,"['PLINK', 'ANACONDA']"
331,set(),{'mscharmann'},"{'mscharmann/sexdelim/2', 'mscharmann/sexdelim/1'}",0.0,1.0,2.0,2.0,"['Superimpose', 'VCFtools', 'BCFtools', 'BCFtools', 'fPOP', 'EMPOP', 'BCFtools']"
332,"{'flying-sheep', 'amedina-liigh', 'bballew', 'kuruis', 'jvanheld', 'guillaumecharbonnier', 'jaimicore', 'DCGenomics', 'MostafaYA', 'arielgalindoalbarran'}","{'NLM-Reproducibility-Project', 'theislab', 'eanbit-rt', 'jaimicore', 'MostafaYA', 'arielgalindoalbarran'}","{'MostafaYA/SnakePipelines/3', 'eanbit-rt/ReproducibleResearch/5', 'eanbit-rt/ReproducibleResearch/4', 'eanbit-rt/ReproducibleResearch/8', 'arielgalindoalbarran/Epromoters/1', 'eanbit-rt/ReproducibleResearch/2', 'eanbit-rt/ReproducibleResearch/1', 'eanbit-rt/ReproducibleResearch/3', 'eanbit-rt/ReproducibleResearch/6', 'theislab/bartseq-pipeline/1', 'eanbit-rt/ReproducibleResearch/11', 'eanbit-rt/ReproducibleResearch/7', 'jaimicore/Epromoters/1', 'eanbit-rt/ReproducibleResearch/10', 'eanbit-rt/ReproducibleResearch/9', 'NLM-Reproducibility-Project/Repro_PMID_29940028/1'}",10.0,6.0,16.0,16.0,['sickle']
333,"{'vodkatad', 'pablo-gar'}","{'vodkatad', 'pablo-gar'}","{'pablo-gar/somatic_mutations_GTEx/9', 'vodkatad/WXS_SNV/15', 'vodkatad/snakegatk/12', 'vodkatad/WXS_SNV/13', 'vodkatad/snakegatk/11', 'vodkatad/snakegatk/19', 'vodkatad/WXS_SNV/14', 'vodkatad/snakegatk/9'}",2.0,2.0,8.0,8.0,"['BCFtools', 'BCFtools', 'BEDTools']"
334,"{'guanli', 'letaylor'}","{'guanli', 'letaylor'}","{'letaylor/snakemake-qtl/2', 'guanli/Muscle_adipose_comparison_paper/1'}",2.0,2.0,6.0,2.0,['QTLtools']
335,{'mwort'},{'mwort'},{'mwort/snakemake_grass/2'},1.0,1.0,1.0,1.0,['Raster3D']
336,{'natir'},{'natir'},{'natir/yacrd-and-fpa-upstream-tools-for-lr-genome-assembly/6'},1.0,1.0,1.0,1.0,"['CSHMM', 'seqtk']"
337,"{'andrewmlynn', 'naveen584'}",{'LynnGroup-SCIS-JNU'},{'LynnGroup-SCIS-JNU/SnakeVar/1'},2.0,1.0,1.0,1.0,"['Delly2', 'BCFtools']"
338,{'burtonjz'},{'UMich-Mind-Lab'},"{'UMich-Mind-Lab/pipeline-resting-preproc/1', 'UMich-Mind-Lab/pipeline-task-standard/1'}",1.0,1.0,2.0,2.0,['ART']
339,{'bricoletc'},{'iqbal-lab-org'},{'iqbal-lab-org/paper_gramtools_nesting/7'},1.0,1.0,1.0,1.0,"['SAMtools', 'BCFtools', 'BCFtools', 'BCFtools', 'Bowtie']"
340,{'arvestad'},{'arvestad'},"{'arvestad/accuracy_in_prime/3', 'arvestad/accuracy_in_prime/2'}",1.0,1.0,2.0,2.0,['RJPrimers']
341,{'MostafaYA'},{'MostafaYA'},{'MostafaYA/snakeNullarbor/1'},1.0,1.0,1.0,1.0,"['seqret', 'SAMtools']"
342,set(),{'mscharmann'},"{'mscharmann/sexdelim/2', 'mscharmann/sexdelim/1'}",0.0,1.0,5.0,2.0,"['seqtk', 'BEDTools', 'BEDTools']"
343,{'leahkemp'},{'leahkemp'},"{'leahkemp/testing_seattleflu_assembly/1', 'leahkemp/testing_seattleflu_assembly/4', 'leahkemp/testing_seattleflu_assembly/2', 'leahkemp/testing_seattleflu_assembly/3'}",1.0,1.0,4.0,4.0,['bamstats']
344,{'tianwen0003'},{'tianwen0003'},{'tianwen0003/RNA-seq-data-analysis/1'},1.0,1.0,1.0,1.0,['cuffdiff']
345,"{'dijashis', 'mmchaouchi'}","{'dijashis', 'mmchaouchi'}","{'dijashis/TP_WORKFLOW_SNAKEMAKE/1', 'mmchaouchi/Cloud/1'}",2.0,2.0,2.0,2.0,['plotcoverage']
346,"{'hchyang', 'icelu'}",{'hchyang'},{'hchyang/PSiTE/1'},2.0,1.0,1.0,1.0,['CapSim']
347,{'chrishah'},{'chrishah'},{'chrishah/prepro/1'},1.0,1.0,1.0,1.0,['Minia']
348,{'CarolinaPB'},{'CarolinaPB'},"{'CarolinaPB/nanopore-assembly/1', 'CarolinaPB/population-structural-var-calling-smoove/1'}",1.0,1.0,2.0,2.0,"['SAMBLASTER', 'SAMtools']"
349,"{'Redmar-van-den-Berg', 'bow'}","{'Miachol', 'LUMC'}","{'LUMC/HAMLET/3', 'Miachol/hamlet/4'}",2.0,2.0,2.0,2.0,['FuMa']
350,{'csoeder'},{'csoeder'},{'csoeder/PsiSeq2/3'},1.0,1.0,1.0,1.0,"['VCFtools', 'BEDTools', 'VCFFilterJS', 'BEDTools']"
351,{'dDrubay'},{'Oncostat'},{'Oncostat/BenchmarkNCVTools/1'},1.0,1.0,2.0,1.0,['regioneR']
352,"{'davemcg', 'dbrg77', 'tyh-19', 'Shmuppel'}","{'davemcg', 'dbrg77', 'tyh-19', 'Shmuppel'}","{'dbrg77/plate_scATAC-seq/5', 'dbrg77/plate_scATAC-seq/4', 'dbrg77/scATAC_snakemake/2', 'dbrg77/scATAC_snakemake/3', 'dbrg77/plate_scATAC-seq/8', 'dbrg77/plate_scATAC-seq/1', 'Shmuppel/diagnostic-genome-analysis/17', 'davemcg/NGS_genotype_calling/1', 'dbrg77/scATAC_snakemake/1', 'dbrg77/plate_scATAC-seq/2', 'Shmuppel/diagnostic-genome-analysis/18', 'dbrg77/plate_scATAC-seq/6', 'tyh-19/cfRNAseq/1', 'dbrg77/plate_scATAC-seq/7'}",4.0,4.0,19.0,14.0,['MarkDuplicates (IP)']
353,"{'fataltes', 'hiraksarkar', 'rob-p'}",{'COMBINE-lab'},{'COMBINE-lab/pufferfish_experiments/1'},3.0,1.0,1.0,1.0,['deBGA-VARA']
354,{'bricoletc'},{'iqbal-lab-org'},{'iqbal-lab-org/paper_gramtools_nesting/9'},1.0,1.0,1.0,1.0,"['SAMtools', 'VGA']"
355,{'veerdonk'},{'veerdonk'},{'veerdonk/data_processing/1'},1.0,1.0,1.0,1.0,['mblastall']
356,{'vodkatad'},{'vodkatad'},{'vodkatad/snakegatk/14'},1.0,1.0,1.0,1.0,['K-Branches']
357,{'wsteenhu'},{'wsteenhu'},{'wsteenhu/demux-snakemake/1'},1.0,1.0,1.0,1.0,['sabre']
358,"{'shawnpg', 'zeeev', 'andrewwiser'}",{'phasegenomics'},{'phasegenomics/polar_star/1'},3.0,1.0,1.0,1.0,['GOA']
359,{'pmonnahan'},{'pmonnahan'},{'pmonnahan/admixMap/1'},1.0,1.0,1.0,1.0,['SurfCut']
360,{'kauralasoo'},{'kauralasoo'},{'kauralasoo/macrophage-tuQTLs/4'},1.0,1.0,1.0,1.0,"['SAMtools', 'StringTie']"
361,"{'jzhang1994', 'SamStudio8', 'gavinband', 'GeorgiaBreckell', 'natir'}","{'longread-well', 'SamStudio8', 'natir', 'GeorgiaBreckell'}","{'GeorgiaBreckell/assembly_pipeline/1', 'longread-well/bakeoff/15', 'SamStudio8/reticulatus/1', 'natir/yacrd-and-fpa-upstream-tools-for-lr-genome-assembly/2', 'longread-well/bakeoff/7'}",5.0,4.0,6.0,5.0,['wtdbg2']
362,{'KL-Bloomer'},{'KL-Bloomer'},{'KL-Bloomer/mres-malaria-gene-expression/1'},1.0,1.0,1.0,1.0,"['BLAST', 'QueryOr', 'NeoFuse']"
363,"{'maxlcummins', 'Tu6ka'}",{'maxlcummins'},"{'maxlcummins/pipelord/14', 'maxlcummins/pipelord/13', 'maxlcummins/pipelord/12'}",2.0,1.0,3.0,3.0,"['Phylosift', 'Phylosift']"
364,{'fcarelli'},{'fcarelli'},"{'fcarelli/glre/12', 'fcarelli/glre/11'}",1.0,1.0,2.0,2.0,"['fastafrombed', 'kallisto']"
365,{'chrishah'},{'chrishah'},{'chrishah/prepro/1'},1.0,1.0,1.0,1.0,['KmerGenie']
366,set(),{'allydunham'},{'allydunham/foldx_interface_ddg/1'},0.0,1.0,2.0,1.0,['FoldX']
367,"{'jmonlong', 'natir'}","{'jmonlong', 'natir'}","{'jmonlong/pangenome-evaluation/1', 'natir/project-diploid-assembly-UAB-graph-analysis/1'}",2.0,2.0,3.0,2.0,['MFPaQ']
368,{'jmonlong'},{'jmonlong'},"{'jmonlong/pangenome-evaluation/2', 'jmonlong/pangenome-evaluation/1'}",1.0,1.0,4.0,2.0,"['VGA', 'VGA', 'VGA', 'VGA']"
369,"{'petercombs', 'jzhang1994', 'gavinband'}","{'petercombs', 'longread-well'}","{'longread-well/bakeoff/9', 'longread-well/bakeoff/11', 'longread-well/bakeoff/12', 'petercombs/dicty/1', 'longread-well/shortread-pipeline/1'}",3.0,2.0,16.0,5.0,['Jellyfish']
370,{'mfansler'},{'Mayrlab'},{'Mayrlab/atlas-mm/1'},1.0,1.0,1.0,1.0,['GeneWalk']
