,nb_reuse,tools,nb_own,list_own,nb_contrib,list_contrib,nb_wf,list_wf
3035,1,['SAMtools'],1,['dthorburn'],1,['dthorburn'],1,['Genomic_Read_Processing']
3036,1,['FastQC'],1,['dthorburn'],1,['dthorburn'],1,['Genomic_Read_Processing']
3037,1,"['SAMtools', 'SAMtools']",1,['dthorburn'],1,['dthorburn'],1,['Genomic_Read_Processing']
3038,1,"['BCFtools', 'BCFtools', 'BCFtools']",1,['eQTL-Catalogue'],3,"['kauralasoo', 'ralf-tambets', 'kerimoff']",1,['genimpute']
3039,1,"['BCFtools', 'BCFtools', 'BCFtools', 'BCFtools', 'BCFtools']",1,['eQTL-Catalogue'],3,"['kauralasoo', 'ralf-tambets', 'kerimoff']",1,['genimpute']
3040,1,['BCFtools'],1,['eQTL-Catalogue'],3,"['kauralasoo', 'ralf-tambets', 'kerimoff']",1,['genimpute']
3041,1,['Minimac3'],1,['eQTL-Catalogue'],3,"['kauralasoo', 'ralf-tambets', 'kerimoff']",1,['genimpute']
3042,1,['BCFtools'],1,['eQTL-Catalogue'],1,['kauralasoo'],1,['genotype_qc']
3043,1,['BCFtools'],1,['eQTL-Catalogue'],1,['kauralasoo'],1,['genotype_qc']
3044,1,['BCFtools'],1,['eQTL-Catalogue'],1,['kauralasoo'],1,['genotype_qc']
3045,1,['BCFtools'],1,['eQTL-Catalogue'],1,['kauralasoo'],1,['genotype_qc']
3046,1,['BCFtools'],1,['eQTL-Catalogue'],4,"['kauralasoo', 'dzerbino', 'ralf-tambets', 'kerimoff']",1,['qtlmap']
3047,2,['refgenie'],2,"['ebi-gene-expression-group', 'ecerami']",2,"['pinin4fjords', 'ecerami']",2,"['isl_refs_to_refgenie', 'nextflow_sandbox']"
3048,1,['refgenie'],1,['ebi-gene-expression-group'],1,['pinin4fjords'],1,['isl_refs_to_refgenie']
3049,1,['AnnotationDbi'],1,['ebi-gene-expression-group'],1,['pinin4fjords'],1,['scanpy-workflow']
3050,1,['PopDel'],1,['ebi-gene-expression-group'],1,['pinin4fjords'],1,['scxa-bundle-workflow']
3051,1,['Salmon'],1,['ebi-gene-expression-group'],1,['pinin4fjords'],1,['scxa-droplet-quantification-workflow']
3052,1,['SAMtools'],1,['ecerami'],1,['ecerami'],1,['nextflow_sandbox']
3053,1,['vcfanno'],1,['edg1983'],1,['edg1983'],1,['NF_variant_annotation']
3054,1,"['SAMtools', 'SAMBLASTER']",1,['edg1983'],1,['edg1983'],1,['WGS_pipeline']
3055,1,['BCFtools'],1,['edg1983'],1,['edg1983'],1,['WGS_pipeline']
3056,1,['FastQC'],1,['edg1983'],1,['edg1983'],1,['WGS_pipeline']
3057,1,"['SAMtools', 'SAMtools']",1,['edg1983'],1,['edg1983'],1,['WGS_pipeline']
3058,1,['somalier'],1,['edg1983'],1,['edg1983'],1,['WGS_pipeline']
3059,1,['somalier'],1,['edg1983'],1,['edg1983'],1,['WGS_pipeline']
3060,1,['somalier'],1,['edg1983'],1,['edg1983'],1,['WGS_pipeline']
3061,1,['MultiQC'],1,['edg1983'],1,['edg1983'],1,['WGS_pipeline']
3062,1,"['BCFtools', 'BCFtools']",1,['edg1983'],1,['edg1983'],1,['WGS_pipeline']
3063,1,['ExpansionHunter'],1,['edg1983'],1,['edg1983'],1,['WGS_pipeline']
3064,1,['SAMtools'],1,['edg1983'],1,['edg1983'],1,['WGS_pipeline']
3065,1,['SAMtools'],1,['edg1983'],1,['edg1983'],1,['WGS_pipeline']
3066,1,"['SAMtools', 'SAMtools']",1,['edg1983'],1,['edg1983'],1,['WGS_pipeline']
3067,1,['HLA'],1,['edg1983'],1,['edg1983'],1,['WGS_pipeline']
3068,1,['BCFtools'],1,['edg1983'],1,['edg1983'],1,['WGS_pipeline']
3069,1,['CNVnator'],1,['edg1983'],1,['edg1983'],1,['WGS_pipeline']
3070,1,['BEDTools'],1,['edg1983'],1,['edg1983'],1,['WGS_pipeline']
3071,1,['SAMtools'],1,['edg1983'],1,['edg1983'],1,['WGS_pipeline']
3072,1,['BCFtools'],1,['edg1983'],1,['edg1983'],1,['WGS_pipeline']
3073,2,['BCFtools'],2,"['elyadlezmi', 'edg1983']",2,"['elyadlezmi', 'edg1983']",2,"['RNA2CM', 'WGS_pipeline']"
3074,1,"['BWA', 'SAMtools']",1,['edg1983'],1,['edg1983'],1,['WGS_pipeline']
3075,1,['HLA'],1,['edg1983'],1,['edg1983'],1,['WGS_pipeline']
3076,2,['SAMtools'],2,"['elyadlezmi', 'edg1983']",2,"['elyadlezmi', 'edg1983']",2,"['RNA2CM', 'WGS_pipeline']"
3077,1,['BCFtools'],1,['edg1983'],1,['edg1983'],1,['WGS_pipeline']
3078,1,['BCFtools'],1,['edg1983'],1,['edg1983'],1,['WGS_pipeline']
3079,1,['BCFtools'],1,['edg1983'],1,['edg1983'],1,['WGS_pipeline']
3080,1,['BCFtools'],1,['edg1983'],1,['edg1983'],1,['WGS_pipeline']
3081,1,['StringTie'],1,['edgano'],1,['edgano'],1,['C3G_longRead2020']
3082,5,['Picard'],4,"['nf-core', 'rastiks', 'edgano', 'h3abionet']",34,"['alexandregilardet', 'ggabernet', 'edgano', 'sc13-bioinf', 'maxibor', 'ktrns', 'saramonzon', 'nf-core-bot', 'evanfloden', 'morpholino', 'mamanambiya', 'IdoBar', 'heuermh', 'maxulysse', 'TCLamnidis', 'ashildv', 'drpatelh', 'scarlhoff', 'JoseEspinosa', 'ewels', 'apeltzer', 'aidaanva', 'olgabot', 'ameintjes', 'phue', 'ZandraFagernas', 'svarona', 'rastiks', 'alexhbnr', 'jcurado-flomics', 'charles-plessy', 'stevekm', 'MiguelJulia', 'jfy133']",4,"['eager', 'TCoffee-NatureProtocol-nf', 'viralrecon', 'chipimputation_evaluate_chips']"
3083,5,"['VarScan', 'BCFtools', 'BCFtools']",5,"['edgano', 'rastiks', 'h3abionet', 'likelet', 'nf-core']",38,"['alexandregilardet', 'ggabernet', 'edgano', 'sc13-bioinf', 'MiguelJulia', 'maxibor', 'ktrns', 'saramonzon', 'likelet', 'bioinformatist', 'nf-core-bot', 'evanfloden', 'morpholino', 'IdoBar', 'heuermh', 'maxulysse', 'TCLamnidis', 'ashildv', 'drpatelh', 'scarlhoff', 'weiqijin', 'JoseEspinosa', 'ewels', 'apeltzer', 'aidaanva', 'olgabot', 'ameintjes', 'phue', 'ZandraFagernas', 'dengshuang0116', 'svarona', 'rastiks', 'alexhbnr', 'jcurado-flomics', 'charles-plessy', 'stevekm', 'mamanambiya', 'jfy133']",5,"['circPipe', 'TCoffee-NatureProtocol-nf', 'viralrecon', 'eager', 'chipimputation_evaluate_chips']"
3084,1,['FastME'],1,['edgano'],1,['edgano'],1,['nf_phylo3D']
3085,1,['FastME'],1,['edgano'],1,['edgano'],1,['nf_phylo3D']
3086,1,['Atropos'],1,['egenesis'],2,"['dangeles', 'lpantano']",1,['WF-NF-rnassembly']
3087,1,['G-BLASTN'],1,['egenesis'],2,"['dangeles', 'lpantano']",1,['WF-NF-rnassembly']
3088,1,['BLASTP-ACC'],1,['egenesis'],2,"['dangeles', 'lpantano']",1,['WF-NF-rnassembly']
3089,1,['gffread'],1,['egenesis'],2,"['dangeles', 'lpantano']",1,['WF-NF-rnassembly']
3090,1,"['HISAT2', 'SAMtools']",1,['egenesis'],2,"['dangeles', 'lpantano']",1,['WF-NF-rnassembly']
3091,1,"['SAMtools', 'SAMtools']",1,['egenesis'],2,"['dangeles', 'lpantano']",1,['WF-NF-rnassembly']
3092,1,['StringTie'],1,['egenesis'],2,"['dangeles', 'lpantano']",1,['WF-NF-rnassembly']
3093,3,['MultiQC'],3,"['sripaladugu', 'replikation', 'egenesis']",22,"['davidmasp', 'alneberg', 'chelauk', 'dangeles', 'ggabernet', 'skrakau', 'lconde-ucl', 'lescai', 'lpantano', 'pcantalupo', 'adrlar', 'nf-core-bot', 'maxulysse', 'malinlarsson', 'mult1fractal', 'jfnavarro', 'apeltzer', 'olgabot', 'szilvajuhos', 'replikation', 'arontommi', 'FriederikeHanssen']",3,"['docker_pipelines', 'WF-NF-rnassembly', 'germline_somatic']"
3094,1,['ThermoRawFileParser'],1,['elixir-cloud-proteomics-workflows'],2,"['rolivella', 'lucacozzuto']",1,['elixir_proteomics_QC']
3095,37,['SAMtools'],30,"['yqshao', 'esrice', 'lengfei5', 'pblaney', 'suzannejin', 'nibscbioinformatics', 'vib-singlecell-nf', 'galaxyuvri-ea', 'elowy01', 'maxibor', 'h3abionet', 'ntoda03', 'tamara-hodgetts', 'joshua-d-campbell', 'mblanche', 'marcodelapierre', 'sanger-tol', 'kmayerb', 'juneb4869', 'leipzig', 'luslab', 'mbosio85', 'nf-core', 'qbicsoftware-archive', 'vpeddu', 'gongyh', 'grpiccoli', 'hirenbioinfo', 'junyu-boston', 'stevekm']",105,"['ghuls', 'yqshao', 'pranathivemuri', 'stevin-wilson', 'suzannejin', 'amayer21', 'rsuchecki', 'drejom', 'matrulda', 'alexthiery', 'mvanins', 'dependabot[bot]', 'silviamorins', 'drpatelh', 'robsyme', 'ojziff', 'paulklemm', 'Hammarn', 'vsoch', 'jordwil', 'ErikaKvalem', 'AlfredUg', 'JoseEspinosa', 'stevekm', 'alneberg', 'Galithil', 'sofiahaglund', 'esrice', 'pblaney', 'na399', 'skrakau', 'chuan-wang', 'saramonzon', 'rfenouil', 'lescai', 'tamara-hodgetts', 'joshua-d-campbell', 'ppericard', 'antunderwood', 'maxulysse', 'kviljoen', 'apeltzer', 'cjfields', 'jun-wan', 'zxl124', 'hirenbioinfo', 'arontommi', 'svarona', 'FriederikeHanssen', 'veeravalli', 'yuantianhpc', 'jcurado-flomics', 'grendon', 'chris-cheshire', 'candiceh08', 'ktrns', 'ntoda03', 'CharlotteAnne', 'lpantano', 'marcodelapierre', 'grst', 'juneb4869', 'nf-core-bot', 'heuermh', 'vezzi', 'mbosio85', 'amchakra', 'vpeddu', 'sven1103', 'gongyh', 'KevinMenden', 'drewjbeh', 'KrisDavie', 'colindaven', 'senthil10', 'lengfei5', 'ggabernet', 'elowy01', 'maxibor', 'kkowalden', 'pditommaso', 'pcantalupo', 'kmayerb', 'jburos', 'leipzig', 'kkuret', 'bleazard', 'BABS-STP1', 'mashehu', 'ewels', 'Rahul1711arora', 'olgabot', 'BeibeiDu', 'orionzhou', 'dweemx', 'jinmingda', 'priyanka-surana', 'jemten', 'cflerin', 'marchoeppner', 'd4straub', 'aanil', 'MiguelJulia', 'jfy133', 'abhi18av']",33,"['atacseq_nf', 'illumina-nf', 'readmapping', 'nextflow-pipeline-demo', 'tips', 'humgen', 'microarray-qc-workflow', 'nf-proportionality', 'vsn-pipelines', 'Nanopipe', 'workflows', 'nf-GATK_Exome_Preprocess', 'ev-meta', 'nf-atac-seq', 'viralrecon', 'm6a', 'cycleassembler', 'demo-shpc-nf', 'nf-core-scgs', 'mgp1000', 'coproID', 'nf-clip', 'viralevo', 'dicerna-rnaseq', 'ngs_variant_calling', 'new_meripseqpipe', 'HPCBio-Refgraph_pipeline', 'nf-core-testworkflow', 'FOG', 'MuTect2_target_chunking', 'nextflow', 'knead-docker', 'qiime2-pipeline']"
3096,2,['STAR'],1,['elyadlezmi'],1,['elyadlezmi'],1,['RNA2CM']
3097,1,['STAR'],1,['elyadlezmi'],1,['elyadlezmi'],1,['RNA2CM']
3098,1,['GATK'],1,['elyadlezmi'],1,['elyadlezmi'],1,['RNA2CM']
3099,1,['GATK'],1,['elyadlezmi'],1,['elyadlezmi'],1,['RNA2CM']
3100,1,['SAMtools'],1,['episkadlo'],2,"['BBQuercus', 'episkadlo']",1,['anglerFISH']
3101,1,['needle'],1,['episkadlo'],2,"['BBQuercus', 'episkadlo']",1,['anglerFISH']
3102,1,['G-BLASTN'],1,['eresearchqut'],2,"['maelyg', 'craigwindell']",1,['VirReport']
3103,1,['getorf'],1,['eresearchqut'],2,"['maelyg', 'craigwindell']",1,['VirReport']
3104,1,['G-BLASTN'],1,['eresearchqut'],2,"['maelyg', 'craigwindell']",1,['VirReport']
3105,1,['FastQC'],1,['ericaenjoy3'],1,['ericaenjoy3'],1,['rna_nf']
3106,1,['STAR'],1,['ericaenjoy3'],1,['ericaenjoy3'],1,['rna_nf']
3107,1,['Bowtie'],1,['ericaenjoy3'],1,['ericaenjoy3'],1,['rna_nf']
3108,1,['STAR'],1,['ericaenjoy3'],1,['ericaenjoy3'],1,['rna_nf']
3109,1,['TopHat'],1,['ericaenjoy3'],1,['ericaenjoy3'],1,['rna_nf']
3110,1,['SAMtools'],1,['ericaenjoy3'],1,['ericaenjoy3'],1,['rna_nf']
3111,1,['FeatureCounts'],1,['ericaenjoy3'],1,['ericaenjoy3'],1,['rna_nf']
3112,5,['GATK'],5,"['erikrikarddaniel', 'xiaoli-dong', 'xmuyulab', 'samlhao', 'nf-core']",25,"['lmyiing', 'alexandregilardet', 'ggabernet', 'sc13-bioinf', 'maxibor', 'nf-core-bot', 'evanfloden', 'IdoBar', 'maxulysse', 'TCLamnidis', 'ashildv', 'drpatelh', 'scarlhoff', 'erikrikarddaniel', 'apeltzer', 'aidaanva', 'ewels', 'olgabot', 'huhehaotecrystal', 'phue', 'ZandraFagernas', 'xiaoli-dong', 'charles-plessy', 'alexhbnr', 'jfy133']",5,"['scRNAseq_pipelines', 'pathogen', 'nf-core-abricate', 'eager', 'magmap']"
3113,5,['STAR'],5,"['erikrikarddaniel', 'xiaoli-dong', 'sheenamt', 'jgolob', 'xmuyulab']",7,"['huhehaotecrystal', 'lmyiing', 'erikrikarddaniel', 'sminot', 'xiaoli-dong', 'sheenamt', 'jgolob']",5,"['scRNAseq_pipelines', 'pathogen', 'hrd_pipeline', 'maliampi', 'magmap']"
3114,16,['Salmon'],7,"['telatin', 'erikwaskiewicz', 'erikrikarddaniel', 'xiaoli-dong', 'jgolob', 'xmuyulab', 'nf-core']",38,"['telatin', 'lmyiing', 'alexandregilardet', 'ggabernet', 'jpfeuffer', 'bozmik', 'sc13-bioinf', 'maxibor', 'lbarquist', 'nf-core-bot', 'erikwaskiewicz', 'evanfloden', 'remiolsen', 'IdoBar', 'maxulysse', 'ignaciot', 'TCLamnidis', 'ashildv', 'drpatelh', 'jgolob', 'reganhayward', 'scarlhoff', 'erikrikarddaniel', 'apeltzer', 'aidaanva', 'ewels', 'olgabot', 'vmikk', 'huhehaotecrystal', 'phue', 'ZandraFagernas', 'sminot', 'Zethson', 'xiaoli-dong', 'alexhbnr', 'charles-plessy', 'ypriverol', 'jfy133']",12,"['scRNAseq_pipelines', 'pathogen', 'bamsurgeon-nextflow', 'dualrnaseq', 'neutronstar', 'proteomicslfq', 'nascent', 'ctdna-project', 'nextflow-example', 'eager', 'maliampi', 'magmap']"
3115,15,['STAR'],7,"['telatin', 'erikwaskiewicz', 'erikrikarddaniel', 'xiaoli-dong', 'jgolob', 'xmuyulab', 'nf-core']",44,"['telatin', 'lmyiing', 'alexandregilardet', 'ggabernet', 'ramprasadn', 'jpfeuffer', 'bozmik', 'sc13-bioinf', 'projectoriented', 'maxibor', 'ljmesi', 'rannick', 'lbarquist', 'nf-core-bot', 'erikwaskiewicz', 'evanfloden', 'IdoBar', 'maxulysse', 'ignaciot', 'Gwennid', 'TCLamnidis', 'ashildv', 'drpatelh', 'jgolob', 'reganhayward', 'scarlhoff', 'erikrikarddaniel', 'apeltzer', 'aidaanva', 'ewels', 'olgabot', 'KevinMenden', 'vmikk', 'huhehaotecrystal', 'phue', 'jemten', 'ZandraFagernas', 'sminot', 'Zethson', 'xiaoli-dong', 'alexhbnr', 'charles-plessy', 'ypriverol', 'jfy133']",11,"['raredisease', 'scRNAseq_pipelines', 'pathogen', 'dualrnaseq', 'proteomicslfq', 'nascent', 'ctdna-project', 'nextflow-example', 'eager', 'maliampi', 'magmap']"
3116,10,"['SAMtools', 'SAMtools']",6,"['erikrikarddaniel', 'xiaoli-dong', 'sickle-in-africa', 'jgolob', 'xmuyulab', 'nf-core']",38,"['davidmasp', 'alneberg', 'thanhleviet', 'lmyiing', 'alexandregilardet', 'chelauk', 'chris-cheshire', 'ggabernet', 'skrakau', 'lconde-ucl', 'lescai', 'pcantalupo', 'adrlar', 'nf-core-bot', 'jordeu', 'antunderwood', 'maxulysse', 'malinlarsson', 'ignaciot', 'avantonder', 'drpatelh', 'jgolob', 'dladd', 'erikrikarddaniel', 'jfnavarro', 'apeltzer', 'jackmo375', 'ewels', 'cjfields', 'olgabot', 'szilvajuhos', 'KevinMenden', 'huhehaotecrystal', 'charlotte-west', 'sminot', 'arontommi', 'xiaoli-dong', 'FriederikeHanssen']",9,"['saw.sarek', 'scRNAseq_pipelines', 'pathogen', 'cutandrun', 'nascent', 'magph', 'bactmap', 'maliampi', 'magmap']"
3117,5,['snpEff'],5,"['k-florek', 'lengfei5', 'erikrikarddaniel', 'viktorlj', 'raygozag']",13,"['jinmingda', 'k-florek', 'lengfei5', 'mashehu', 'erikrikarddaniel', 'ggabernet', 'ewels', 'apeltzer', 'viktorlj', 'maxulysse', 'raygozag', 'drpatelh', 'drewjbeh']",5,"['atacseq_nf', 'mirkwater', 'SarGet', 'rnaseq', 'magmap']"
3118,15,['Bowtie'],7,"['telatin', 'erikwaskiewicz', 'erikrikarddaniel', 'xiaoli-dong', 'jgolob', 'xmuyulab', 'nf-core']",44,"['telatin', 'thanhleviet', 'lmyiing', 'alexandregilardet', 'ggabernet', 'ramprasadn', 'jpfeuffer', 'projectoriented', 'sc13-bioinf', 'maxibor', 'ljmesi', 'rannick', 'nf-core-bot', 'erikwaskiewicz', 'evanfloden', 'antunderwood', 'IdoBar', 'maxulysse', 'ignaciot', 'Gwennid', 'TCLamnidis', 'ashildv', 'avantonder', 'drpatelh', 'jgolob', 'scarlhoff', 'erikrikarddaniel', 'apeltzer', 'aidaanva', 'ewels', 'olgabot', 'KevinMenden', 'vmikk', 'huhehaotecrystal', 'phue', 'jemten', 'ZandraFagernas', 'sminot', 'Zethson', 'xiaoli-dong', 'alexhbnr', 'charles-plessy', 'ypriverol', 'jfy133']",11,"['raredisease', 'scRNAseq_pipelines', 'pathogen', 'proteomicslfq', 'nascent', 'ctdna-project', 'nextflow-example', 'eager', 'bactmap', 'maliampi', 'magmap']"
3119,13,['SAMtools'],6,"['telatin', 'erikrikarddaniel', 'xiaoli-dong', 'jgolob', 'xmuyulab', 'nf-core']",40,"['telatin', 'lmyiing', 'alexandregilardet', 'ggabernet', 'ramprasadn', 'jpfeuffer', 'projectoriented', 'sc13-bioinf', 'maxibor', 'ljmesi', 'rannick', 'nf-core-bot', 'evanfloden', 'remiolsen', 'IdoBar', 'maxulysse', 'Gwennid', 'TCLamnidis', 'ashildv', 'drpatelh', 'jgolob', 'scarlhoff', 'erikrikarddaniel', 'apeltzer', 'aidaanva', 'ewels', 'olgabot', 'KevinMenden', 'vmikk', 'huhehaotecrystal', 'phue', 'jemten', 'ZandraFagernas', 'sminot', 'Zethson', 'xiaoli-dong', 'alexhbnr', 'charles-plessy', 'ypriverol', 'jfy133']",9,"['raredisease', 'scRNAseq_pipelines', 'pathogen', 'neutronstar', 'proteomicslfq', 'nextflow-example', 'eager', 'maliampi', 'magmap']"
3120,1,"['SAMtools', 'SAMtools']",1,['erikrikarddaniel'],2,"['erikrikarddaniel', 'GhadaNOUAIRIA']",1,['pfitmap-nextflow']
3121,1,['Diamond'],1,['erikrikarddaniel'],2,"['erikrikarddaniel', 'GhadaNOUAIRIA']",1,['pfitmap-nextflow']
3122,1,['Diamond'],1,['erikrikarddaniel'],2,"['erikrikarddaniel', 'GhadaNOUAIRIA']",1,['pfitmap-nextflow']
3123,1,['SAMtools'],1,['erikwaskiewicz'],1,['erikwaskiewicz'],1,['ctdna-project']
3124,1,['GATK'],1,['erikwaskiewicz'],1,['erikwaskiewicz'],1,['ctdna-project']
3125,1,"['SAMtools', 'VarScan']",1,['erikwaskiewicz'],1,['erikwaskiewicz'],1,['ctdna-project']
3126,1,['GATK'],1,['erikwaskiewicz'],1,['erikwaskiewicz'],1,['ctdna-project']
3127,37,"['Picard', 'MarkDuplicates (IP)']",33,"['telatin', 'thanhleviet', 'lengfei5', 'nibscbioinformatics', 'pblaney', 'laclac102', 'maxibor', 'h3abionet', 'kaizhang', 'goodwright', 'olavurmortensen', 'espelpz', 'zamanianlab', 'juneb4869', 'markgene', 'madhyastha', 'evolbioinfo', 'mbosio85', 'np-core', 'nf-core', 'jvierstra', 'seandavi', 'markxiao', 'hoelzer', 'ralsallaq', 'gavinf97', 'lescailab', 't-neumann', 'supark87', 'rastiks', 'vibbits', 'melnel000', 'wslh-bio']",73,"['telatin', 'alneberg', 'thanhleviet', 'sofiahaglund', 'k-florek', 'lengfei5', 'pblaney', 'stevin-wilson', 'ggabernet', 'wheelern', 'abotzki', 'maxibor', 'MiguelJulia', 'ktrns', 'chuan-wang', 'saramonzon', 'pditommaso', 'kaizhang', 'CharlotteAnne', 'espelpz', 'olavurmortensen', 'juneb4869', 'nf-core-bot', 'morpholino', 'fredericlemoine', 'antunderwood', 'J35P312', 'heuermh', 'maxulysse', 'rfara', 'marc-jones', 'markgene', 'malinlarsson', 'waffle-iron', 'madhyastha', 'winni2k', 'drpatelh', 'mbosio85', 'jvierstra', 'seandavi', 'tiagochst', 'marcelm', 'markxiao', 'hoelzer', 'JoseEspinosa', 'ewels', 'apeltzer', 'ralsallaq', 'samirelanduk', 'gavinf97', 'KevinMenden', 'AbigailShockey', 'szilvajuhos', 'MGordon09', 'vmikk', 'sarahdrury', 'Sebastian-D', 'ameintjes', 'pallolason', 'xingaulaglag', 't-neumann', 'supark87', 'arontommi', 'svarona', 'ErikaKvalem', 'rastiks', 'alexharston', 'jcurado-flomics', 'Rotholandus', 'alex-botzki', 'esteinig', 'stevekm', 'mamanambiya']",32,"['groupnextflow', 'RNAseq-VC-nf', 'toolprofiler', 'rnaseq-editing', 'Sarek_CBIO', 'nf_visium_kallisto', 'imaps-nf', 'nf-core-buggybarcodes', 'cutnrun', 'nf-core-cmgd', 'ampliseq', 'nf-genotyping', 'chipimputation_evaluate_chips', 'viralrecon', 'spriggan', 'scATAC-benchmark', 'gatk-nextflow-sample', 'genebygenebact', 'modules', 'booster-workflows', 'test-nf-core-pipeline', 'mgnify-lr', 'mgp1000', 'salmon-nf', 'PRS-dev', 'nf-nanopore-assembly', 'ngs_variant_calling', 'new_meripseqpipe', 'demuxlink', 'nextflow-example', 'metaGx_nf', 'prac_nextflow']"
3128,2,['STAR'],2,"['espirado', 'razielar']",2,"['espirado', 'razielar']",2,"['lncrna_annotation_nextflow', 'lncRNA_annotation_cufflinks_nf']"
3129,2,['FastQC'],2,"['espirado', 'rbpisupati']",2,"['espirado', 'rbpisupati']",2,"['lncrna_annotation_nextflow', 'nf-haplocaller']"
3130,1,['BOOSTER'],1,['evolbioinfo'],1,['fredericlemoine'],1,['booster-workflows']
3131,1,['BOOSTER'],1,['evolbioinfo'],1,['fredericlemoine'],1,['booster-workflows']
3132,1,['goalign'],1,['evolbioinfo'],1,['fredericlemoine'],1,['booster-workflows']
3133,1,['goalign'],1,['evolbioinfo'],1,['fredericlemoine'],1,['booster-workflows']
3134,1,"['goalign', 'FastTree']",1,['evolbioinfo'],1,['fredericlemoine'],1,['booster-workflows']
3135,1,"['goalign', 'goalign']",1,['evolbioinfo'],1,['fredericlemoine'],1,['booster-workflows']
3136,1,['MAFFT'],1,['evolbioinfo'],1,['fredericlemoine'],1,['booster-workflows']
3137,1,['goalign'],1,['evolbioinfo'],1,['fredericlemoine'],1,['booster-workflows']
3138,1,['goalign'],1,['evolbioinfo'],1,['fredericlemoine'],1,['booster-workflows']
3139,1,['goalign'],1,['evolbioinfo'],1,['fredericlemoine'],1,['gotree_usecase']
3140,1,['MAFFT'],1,['evolbioinfo'],1,['fredericlemoine'],1,['gotree_usecase']
3141,1,['BMGE'],1,['evolbioinfo'],1,['fredericlemoine'],1,['gotree_usecase']
3142,1,['goalign'],1,['evolbioinfo'],1,['fredericlemoine'],1,['gotree_usecase']
3143,1,['LiftOver'],1,['evotools'],2,"['prenderj', 'RenzoTale88']",1,['nf-LO']
3144,1,['BLAT'],1,['evotools'],2,"['prenderj', 'RenzoTale88']",1,['nf-LO']
3145,1,['LASTZ'],1,['evotools'],2,"['prenderj', 'RenzoTale88']",1,['nf-LO']
3146,1,['Minimap2'],1,['evotools'],2,"['prenderj', 'RenzoTale88']",1,['nf-LO']
3147,1,['MultiQC'],1,['ewels'],1,['ewels'],1,['nf-core-dsl2pipelinetest']
3148,1,['USEARCH'],1,['exsquire'],1,['exsquire'],1,['diminion']
3149,1,['Bowtie'],1,['exsquire'],1,['exsquire'],1,['diminion']
3150,1,"['Bowtie', 'SAMtools', 'SAMtools', 'SAMtools', 'SAMtools']",1,['exsquire'],1,['exsquire'],1,['diminion']
3151,2,['SAMtools'],2,"['fargenfo', 'faithman']",1,['olavurmortensen'],2,"['genome_based_RNAseq-nf', 'gatk-joint-genotyping']"
3152,1,['Sambamba'],1,['faithman'],0,[],1,['genome_based_RNAseq-nf']
3153,2,['STAR'],1,['faithman'],1,['faithman'],2,"['genome_based_RNAseq-nf', 'variant-nf']"
3154,1,"['Picard', 'MarkDuplicates (IP)']",1,['faithman'],0,[],1,['genome_based_RNAseq-nf']
3155,2,['SAMtools'],1,['faithman'],1,['faithman'],2,"['genome_based_RNAseq-nf', 'variant-nf']"
3156,1,['fastPHASE'],1,['faithman'],0,[],1,['genome_based_RNAseq-nf']
3157,1,['seqtk'],1,['faithman'],0,[],1,['subsample-nf']
3158,1,['MultiQC'],1,['faithman'],1,['faithman'],1,['variant-nf']
3159,1,['STAR'],1,['faithman'],1,['faithman'],1,['variant-nf']
3160,1,['StringTie'],1,['faithman'],1,['faithman'],1,['variant-nf']
3161,1,['MultiQC'],1,['faithman'],1,['faithman'],1,['variant-nf']
3162,1,['SAMtools'],1,['faithman'],1,['faithman'],1,['variant-nf']
3163,1,"['GATK', 'BCFtools']",1,['faithman'],1,['faithman'],1,['variant-nf']
3164,1,"['BCFtools', 'BCFtools']",1,['faithman'],1,['faithman'],1,['variant-nf']
3165,1,['GATK'],1,['faithman'],1,['faithman'],1,['variant-nf']
3166,1,"['GATK', 'BCFtools', 'BCFtools']",1,['faithman'],1,['faithman'],1,['variant-nf']
3167,1,"['BCFtools', 'BCFtools']",1,['faithman'],1,['faithman'],1,['variant-nf']
3168,1,"['GATK', 'BCFtools', 'BCFtools', 'BCFtools', 'BCFtools', 'BCFtools']",1,['faithman'],1,['faithman'],1,['variant-nf']
3169,1,"['BCFtools', 'BCFtools', 'BCFtools', 'BCFtools', 'BCFtools']",1,['faithman'],1,['faithman'],1,['variant-nf']
3170,1,['Picard'],1,['faithman'],1,['faithman'],1,['variant-nf']
3171,1,['fastPHASE'],1,['faithman'],1,['faithman'],1,['variant-nf']
3172,1,['Sambamba'],1,['faithman'],1,['faithman'],1,['variant-nf']
3173,1,"['Picard', 'MarkDuplicates (IP)']",1,['faithman'],1,['faithman'],1,['variant-nf']
3174,1,"['BWA', 'Sambamba', 'Sambamba', 'Sambamba']",1,['faithman'],1,['faithman'],1,['variant-nf']
3175,1,['MultiQC'],1,['faithman'],1,['faithman'],1,['variant-nf']
3176,1,['SAMtools'],1,['faithman'],1,['faithman'],1,['variant-nf']
3177,1,['GATK'],1,['fargenfo'],1,['olavurmortensen'],1,['gatk-joint-genotyping']
3178,2,['Diamond'],2,"['fargenfo', 'fmaguire']",2,"['olavurmortensen', 'fmaguire']",2,"['filter_flow', 'gatk-joint-genotyping']"
3179,1,['GATK'],1,['fargenfo'],1,['olavurmortensen'],1,['gatk-joint-genotyping']
3180,1,['GATK'],1,['fargenfo'],1,['olavurmortensen'],1,['gatk-joint-genotyping']
